abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
2.059583,0.076865,-0.349446,1.292229,1.340849,-0.060127,-0.080994,-0.214342,0.228173,-0.909192,-0.319718,0.499495,-0.251603,0.644220,0.000000,0.000000,0.196630,-0.295370,1.273117
2.060000,0.197234,-0.309015,0.820803,0.898949,-0.222899,-0.735648,-0.214407,0.228310,-0.908785,-0.079485,0.419228,-0.250148,0.494615,0.000000,0.000000,0.196677,-0.295528,1.273001
2.060417,0.076865,-0.389622,1.294189,1.353750,-0.111032,-0.335303,-0.214448,0.228470,-0.908388,-0.039383,0.097779,-0.410710,0.424022,0.000000,0.000000,0.196707,-0.295594,1.272897
2.060833,0.076929,-0.429797,-0.286055,0.521987,0.000000,0.000000,-0.214491,0.228646,-0.908332,-0.199476,0.137806,0.382512,0.452876,-0.367265,-0.471624,0.196759,-0.295660,1.272990
2.061250,0.237505,-0.429925,0.661699,0.824069,-0.831976,0.351012,-0.214584,0.228836,-0.908209,0.080481,0.298594,0.219833,0.379424,0.648593,0.395964,0.196773,-0.295776,1.273147
2.061667,0.318111,-0.590628,-0.599358,0.899592,0.000000,0.000000,-0.214706,0.229077,-0.908339,-0.319592,0.338791,1.009141,1.111433,-0.067616,0.138120,0.196867,-0.295917,1.273469
2.062083,0.237632,-0.671107,-0.127934,0.723340,0.000000,0.000000,-0.214807,0.229315,-0.908490,-0.159374,0.379073,0.378611,0.558966,0.496334,-0.218761,0.196945,-0.296069,1.273758
2.062500,0.197425,-0.148312,-1.073727,1.101754,0.000000,0.000000,-0.214918,0.229429,-0.908631,-0.159311,0.338834,1.640982,1.683155,-0.087173,0.017277,0.197000,-0.296210,1.274234
2.062917,0.559039,-0.389622,2.396631,2.491620,0.026437,-0.204371,-0.215103,0.229586,-0.908060,0.000718,0.298637,-0.095923,0.313665,0.000000,0.000000,0.197019,-0.296329,1.274369
2.063333,0.237569,-0.550070,-0.284586,0.663329,0.000000,0.000000,-0.215222,0.229801,-0.908003,-0.119461,0.178003,0.694051,0.726404,-0.018949,0.212133,0.197072,-0.296423,1.274516
2.063750,0.197488,-0.510022,-0.440742,0.702408,0.000000,0.000000,-0.215301,0.230005,-0.908165,-0.279490,0.338834,-0.564761,0.715457,0.000000,0.000000,0.197152,-0.296531,1.274390
2.064167,0.116946,-0.349319,-0.286055,0.466398,0.000000,0.000000,-0.215386,0.230168,-0.908273,0.080670,0.017512,-0.255016,0.268044,0.000000,0.000000,0.197163,-0.296566,1.274295
2.064583,0.559103,-0.429925,0.029699,0.705913,1.001384,0.326369,-0.215549,0.230350,-0.908283,-0.199476,0.097821,0.217396,0.310838,1.026595,1.462267,0.197224,-0.296612,1.274255
2.065000,-0.003486,-0.550452,0.029699,0.551264,-6.923438,-21.766084,-0.215587,0.230554,-0.908303,-0.159500,0.258482,-1.193496,1.231538,0.000000,0.000000,0.197293,-0.296720,1.274008
2.065417,-0.003423,-0.309143,-0.443197,0.540375,0.000000,0.000000,-0.215608,0.230688,-0.908389,-0.159374,0.419143,1.009151,1.104294,-0.141815,0.242755,0.197337,-0.296875,1.274155
2.065833,0.317921,-0.148057,0.504066,0.614066,-0.244680,-0.337865,-0.215710,0.230770,-0.908321,0.160496,0.298764,-0.723856,0.799366,0.000000,0.000000,0.197312,-0.297013,1.274062
2.066250,0.197361,-0.268839,-0.599360,0.685899,0.000000,0.000000,-0.215797,0.230876,-0.908341,-0.119461,0.378988,0.533478,0.665208,0.410223,0.361105,0.197351,-0.297177,1.274218
2.066667,0.157154,-0.309397,1.609451,1.646438,-0.009479,-0.272427,-0.215866,0.231019,-0.907912,-0.239578,0.539819,0.847941,1.033347,0.264852,0.346447,0.197426,-0.297382,1.274430
2.067083,0.157217,-0.550325,0.347418,0.669533,-1.189084,-1.223027,-0.215928,0.231226,-0.907756,0.000341,0.419143,-0.882616,0.977084,0.000000,0.000000,0.197445,-0.297557,1.274214
2.067500,0.117136,-0.470228,-0.757479,0.899227,0.000000,0.000000,-0.215980,0.231439,-0.907951,-0.039446,0.298848,-0.416246,0.513933,0.000000,0.000000,0.197461,-0.297695,1.274075
2.067917,0.116883,-0.631059,-0.126463,0.654133,0.000000,0.000000,-0.216045,0.231671,-0.908113,-0.079422,0.378988,0.533648,0.659333,0.033938,0.773567,0.197486,-0.297851,1.274177
2.068333,0.357938,-0.349191,-1.074707,1.185348,0.000000,0.000000,-0.216181,0.231847,-0.908309,0.000467,0.419228,-0.250148,0.488187,0.000000,0.000000,0.197489,-0.298025,1.274159
2.068750,0.398336,-0.510531,1.609943,1.735290,-0.017457,-0.059914,-0.216335,0.232035,-0.907923,0.040568,0.459467,0.214611,0.508737,0.062177,3.453684,0.197458,-0.298197,1.274173
2.069167,0.277713,-0.309015,0.189783,0.456763,-0.287840,-2.601134,-0.216468,0.232186,-0.907724,0.280612,0.218369,-0.406953,0.540407,0.000000,0.000000,0.197383,-0.298319,1.274046
2.069583,0.398145,-0.429925,0.502596,0.771983,-0.254311,0.349969,-0.216592,0.232376,-0.907503,-0.079485,0.419270,-0.416407,0.596238,0.000000,0.000000,0.197388,-0.298485,1.273950
2.070000,-0.083838,-0.711283,0.978434,1.212553,-0.206515,0.025561,-0.216596,0.232633,-0.907128,-0.039383,0.499622,0.692257,0.854630,-0.215744,0.666631,0.197416,-0.298677,1.274096
2.070417,-0.003486,-0.429543,0.977945,1.068127,0.060430,-0.103115,-0.216586,0.232818,-0.906787,-0.159626,0.338919,-0.253713,0.452456,0.000000,0.000000,0.197468,-0.298835,1.274122
2.070833,-0.043694,-0.228536,0.031660,0.234820,-2.265866,6.967500,-0.216588,0.232919,-0.906773,-0.079800,0.419228,0.694038,0.814745,-0.402013,0.512855,0.197504,-0.298987,1.274290
2.071250,0.197552,-0.107881,-0.914623,0.941913,0.000000,0.000000,-0.216667,0.232997,-0.907056,-0.039509,0.178173,-0.098211,0.207248,0.000000,0.000000,0.197535,-0.299097,1.274293
2.071667,0.398399,-0.470228,-0.442705,0.758831,0.000000,0.000000,-0.216814,0.233157,-0.907284,-0.199602,0.459383,-0.251927,0.560661,0.000000,0.000000,0.197609,-0.299261,1.274243
2.072083,0.317857,-0.309015,-0.598377,0.744701,0.000000,0.000000,-0.216935,0.233283,-0.907555,-0.239640,0.338834,0.377125,0.560766,0.687542,-0.210896,0.197698,-0.299411,1.274411
2.072500,0.076802,-0.107626,-1.073235,1.081348,0.000000,0.000000,-0.216995,0.233358,-0.907838,-0.119524,0.338919,1.158641,1.213095,0.188975,0.643603,0.197751,-0.299555,1.274840
2.072917,0.237632,-0.349446,0.821291,0.923634,0.016635,-0.464153,-0.217085,0.233484,-0.907737,-0.039509,0.379158,1.166137,1.226864,0.070171,0.069732,0.197787,-0.299710,1.275281
2.073333,0.277713,-0.309143,-0.757969,0.864413,0.000000,0.000000,-0.217204,0.233624,-0.907888,-0.239766,0.379116,0.532820,0.696501,0.299113,0.569272,0.197870,-0.299862,1.275547
2.073750,0.358191,-0.429415,0.032150,0.560118,-2.865321,-10.000936,-0.217325,0.233812,-0.907897,-0.199727,0.298806,0.533798,0.643519,-0.077164,0.782332,0.197950,-0.299998,1.275824
2.074167,0.036785,-0.671235,0.505047,0.840822,-0.608931,-0.501144,-0.217377,0.234052,-0.907708,-0.119587,0.379200,1.321157,1.379692,0.040448,0.270522,0.198020,-0.300153,1.276200
2.074583,0.237696,-0.349828,0.664148,0.787383,0.070253,-0.324476,-0.217459,0.234215,-0.907366,-0.319718,0.419312,-0.408756,0.667176,0.000000,0.000000,0.198133,-0.300311,1.276259
2.075000,0.197298,-0.268967,1.768063,1.799254,0.046359,-0.155564,-0.217533,0.234338,-0.906838,-0.239703,0.218412,1.164327,1.208643,0.080132,0.172720,0.198247,-0.300416,1.276525
2.075417,0.036785,-0.349446,-0.126951,0.373607,0.000000,0.000000,-0.217568,0.234481,-0.906748,-0.359568,0.218454,-0.409412,0.587052,0.000000,0.000000,0.198389,-0.300526,1.276497
2.075833,0.157281,-0.389494,0.034111,0.421434,-2.394343,-9.486885,-0.217650,0.234643,-0.906789,-0.359694,0.499749,0.068058,0.619484,-2.912034,-2.923087,0.198536,-0.300710,1.276514
2.076250,0.518895,-0.429543,-0.599358,0.901659,0.000000,0.000000,-0.217833,0.234814,-0.906874,-0.319592,0.419270,0.377779,0.648570,-0.003103,0.361651,0.198666,-0.300887,1.276694
2.076667,0.398399,-0.349700,1.137535,1.254989,0.004119,0.247809,-0.218002,0.234973,-0.906553,-0.239640,0.379285,1.011762,1.106773,-0.072430,-0.083231,0.198777,-0.301059,1.276984
2.077083,0.317921,-0.470100,0.665619,0.874709,0.362690,-0.315136,-0.218126,0.235141,-0.906287,-0.319781,0.539904,-0.250637,0.675703,0.000000,0.000000,0.198902,-0.301256,1.276956
2.077500,0.116946,-0.188360,0.030682,0.223824,-2.596950,-7.286246,-0.218183,0.235253,-0.906252,-0.279553,0.298806,-0.414783,0.582650,0.000000,0.000000,0.199021,-0.301400,1.276827
2.077917,0.036658,-0.389622,-0.282625,0.482728,0.000000,0.000000,-0.218204,0.235396,-0.906348,-0.279553,0.339088,0.058607,0.443357,-1.182788,11.812293,0.199157,-0.301550,1.276906
2.078333,0.036848,-0.309270,-0.286055,0.422886,0.000000,0.000000,-0.218216,0.235536,-0.906357,-0.559762,0.499664,1.320333,1.518644,-0.142116,0.516877,0.199365,-0.301730,1.277194
2.078750,-0.003360,-0.389749,1.295656,1.353012,-0.108084,0.091561,-0.218229,0.235687,-0.906081,-0.479684,0.258524,-1.192683,1.311269,0.000000,0.000000,0.199557,-0.301874,1.276882
2.079167,0.157408,-0.309143,-0.915113,0.978662,0.000000,0.000000,-0.218283,0.235819,-0.906177,-0.279805,0.539904,-1.039131,1.203985,0.000000,0.000000,0.199687,-0.302060,1.276592
2.079583,0.157154,-0.269094,0.981373,1.029661,0.051603,0.001354,-0.218340,0.235931,-0.905911,-0.279616,0.258694,1.171001,1.231402,-0.257522,-0.112703,0.199818,-0.302182,1.276839
2.080000,0.036594,-0.228536,0.823740,0.855637,-0.212213,-0.469781,-0.218364,0.236043,-0.905480,-0.479621,0.178215,-0.095759,0.520545,0.000000,0.000000,0.200004,-0.302267,1.276876
2.080417,0.036594,-0.429925,1.925699,1.973447,0.063880,0.119723,-0.218401,0.236189,-0.904754,-0.479621,0.258567,-0.250463,0.599687,0.000000,0.000000,0.200181,-0.302375,1.276837
2.080833,0.358128,-0.148184,1.926186,1.964791,-0.185683,-0.002040,-0.218509,0.236289,-0.904028,-0.159877,0.339003,0.534777,0.653047,-0.452047,0.982895,0.200279,-0.302511,1.276929
2.081250,0.076992,-0.429797,0.821783,0.930581,0.026414,-0.055350,-0.218577,0.236424,-0.903598,-0.279616,0.338876,-0.568977,0.718859,0.000000,0.000000,0.200389,-0.302660,1.276856
2.081667,0.318047,-0.067705,0.980392,1.032912,-0.159469,-0.346973,-0.218665,0.236505,-0.903190,-0.319781,0.459425,0.689962,0.888470,-0.098182,0.833129,0.200512,-0.302843,1.277056
2.082083,-0.083838,-0.470228,1.137533,1.233744,-0.090238,0.059316,-0.218683,0.236667,-0.902694,-0.199539,0.459383,0.692249,0.854434,-0.107584,0.511087,0.200603,-0.303023,1.277224
2.082500,0.277650,-0.389749,1.610922,1.680495,-0.054777,0.004932,-0.218757,0.236813,-0.902055,-0.199665,0.298975,-1.036028,1.096634,0.000000,0.000000,0.200692,-0.303165,1.277000
2.082917,0.036721,-0.067578,1.614349,1.616180,-0.005953,0.131353,-0.218792,0.236883,-0.901471,-0.279742,0.379116,0.225213,0.522212,-0.754051,-0.613797,0.200792,-0.303314,1.277006
2.083333,0.076802,-0.349446,0.350357,0.500760,-0.600864,0.333110,-0.218827,0.237032,-0.901160,-0.119398,0.339003,0.221125,0.421989,-1.099682,1.384204,0.200875,-0.303470,1.277088
2.083750,0.157154,-0.671362,1.453291,1.608564,-0.033770,0.205595,-0.218895,0.237269,-0.900609,-0.439771,0.499707,0.064961,0.668824,-2.981970,2.034316,0.201025,-0.303675,1.277158
2.084167,0.277713,-0.389622,1.770514,1.834025,-0.031028,-0.089193,-0.219008,0.237446,-0.899817,-0.279679,0.620213,0.537072,0.866794,-0.563317,0.744311,0.201133,-0.303908,1.277393
2.084583,0.357874,-0.309143,2.873451,2.912107,-0.032268,0.116688,-0.219126,0.237569,-0.898707,0.000404,0.379158,1.170026,1.229927,-0.439760,0.164481,0.201152,-0.304097,1.277782
2.085000,-0.003613,-0.147930,2.718758,2.722782,-0.014939,0.059239,-0.219164,0.237656,-0.897728,0.000404,0.580185,0.378769,0.692879,0.125419,0.045186,0.201180,-0.304302,1.278049
2.085417,0.197234,-0.349319,0.350845,0.532933,-0.239004,-0.613330,-0.219238,0.237776,-0.897363,-0.399544,0.258651,1.164010,1.257559,-0.026695,0.359973,0.201307,-0.304432,1.278425
2.085833,0.277776,-0.188488,1.140472,1.188850,0.010149,-0.341591,-0.219337,0.237866,-0.896931,-0.239703,0.258778,0.379922,0.518425,-0.017891,0.087085,0.201418,-0.304557,1.278682
2.086250,0.117009,-0.187978,1.296635,1.315404,0.040666,-0.002228,-0.219394,0.237955,-0.896435,-0.239578,0.499664,1.010771,1.152701,-0.137125,0.020452,0.201529,-0.304737,1.278939
2.086667,0.076738,-0.349191,0.822762,0.897084,0.107117,-0.194906,-0.219440,0.238067,-0.896059,-0.399607,0.339046,-0.721583,0.891807,0.000000,0.000000,0.201679,-0.304890,1.278715
2.087083,0.237569,-0.027784,0.824230,0.858234,-0.144818,0.053950,-0.219533,0.238104,-0.895628,-0.319718,0.338961,-1.352771,1.430770,0.000000,0.000000,0.201807,-0.305023,1.278228
2.087500,0.317857,-0.067832,2.087248,2.112401,0.004251,0.128032,-0.219649,0.238143,-0.895098,-0.159689,0.218454,-0.880025,0.920688,0.000000,0.000000,0.201893,-0.305130,1.277817
2.087917,0.157154,-0.268839,-1.545151,1.576218,0.000000,0.000000,-0.219720,0.238255,-0.895238,-0.279679,0.339003,-1.037973,1.127179,0.000000,0.000000,0.202004,-0.305266,1.277417
2.088333,0.076802,-0.469846,2.086267,2.139898,0.105562,0.190838,-0.219766,0.238412,-0.894675,-0.319592,0.379116,-0.723211,0.876871,0.000000,0.000000,0.202117,-0.305424,1.277214
2.088750,0.197425,-0.107754,1.296148,1.315518,-0.218494,0.165742,-0.219831,0.238499,-0.894113,-0.079485,0.419482,1.006543,1.093349,0.116659,0.243599,0.202167,-0.305607,1.277470
2.089167,0.076802,-0.349446,0.824230,0.898536,-0.054101,-0.060047,-0.219872,0.238614,-0.893638,-0.079548,0.580016,0.380406,0.698180,-0.213173,0.043508,0.202209,-0.305818,1.277650
2.089583,0.076929,-0.148184,2.244390,2.250592,-0.093571,-0.198864,-0.219906,0.238698,-0.892879,-0.199727,0.298806,0.063172,0.364920,-0.124794,2.256465,0.202300,-0.305962,1.277676
2.090000,0.117073,-0.269094,1.139004,1.176200,-0.041079,0.049907,-0.219952,0.238796,-0.892382,-0.439834,0.298722,-0.253568,0.589055,0.000000,0.000000,0.202447,-0.306076,1.277670
2.090417,0.116883,-0.188869,0.349867,0.414415,-0.796598,-0.321547,-0.220015,0.238878,-0.892105,-0.159751,0.138187,0.851683,0.877485,0.025885,0.110523,0.202536,-0.306155,1.277827
2.090833,0.318111,-0.148312,1.453289,1.495072,-0.267308,-0.192750,-0.220114,0.238964,-0.891631,-0.199790,0.298975,-0.879375,0.950054,0.000000,0.000000,0.202619,-0.306258,1.277636
2.091250,0.036848,-0.469846,0.666601,0.816376,-0.112819,-0.810768,-0.220171,0.239138,-0.891244,-0.239640,0.138060,-0.092999,0.291783,0.000000,0.000000,0.202697,-0.306335,1.277466
2.091667,0.358191,-0.470228,1.453781,1.569361,-0.040879,0.122313,-0.220276,0.239334,-0.890769,0.040191,0.258736,-1.197909,1.226192,0.000000,0.000000,0.202711,-0.306440,1.277120
2.092083,0.036848,-0.470228,0.350847,0.587849,-1.160502,-0.277970,-0.220330,0.239516,-0.890503,-0.119524,0.339046,-0.093468,0.371449,0.000000,0.000000,0.202733,-0.306570,1.276972
2.092500,0.277776,-0.268967,0.981375,1.054798,-0.292729,0.114833,-0.220418,0.239667,-0.890148,0.120394,0.258651,-0.561963,0.630236,0.000000,0.000000,0.202727,-0.306683,1.276770
2.092917,0.116883,-0.631059,0.824230,1.044630,-0.378674,0.226715,-0.220475,0.239896,-0.889794,-0.279805,0.258651,-0.563942,0.680604,0.000000,0.000000,0.202822,-0.306799,1.276513
2.093333,0.076802,-0.510022,0.821785,0.970233,0.187553,0.218270,-0.220538,0.240092,-0.889441,-0.359820,0.379200,-0.877904,1.021753,0.000000,0.000000,0.202958,-0.306949,1.276169
2.093750,0.478751,-0.148312,0.981377,1.101952,0.102233,-0.117831,-0.220690,0.240204,-0.889109,-0.239640,0.379285,-0.880169,0.987918,0.000000,0.000000,0.203066,-0.307115,1.275901
2.094167,0.197361,-0.510659,0.031660,0.548385,-4.739925,-10.016922,-0.220795,0.240369,-0.889084,-0.239640,0.499834,0.538692,0.772949,-0.564856,0.345078,0.203171,-0.307304,1.275973
2.094583,0.237569,-0.188233,-0.755518,0.814050,0.000000,0.000000,-0.220899,0.240476,-0.889180,-0.319718,0.339046,-0.245729,0.526834,0.000000,0.000000,0.203274,-0.307448,1.275914
2.095000,0.358065,-0.268839,1.613369,1.674349,0.066140,-0.136288,-0.221046,0.240593,-0.888771,0.040254,0.218539,-0.408910,0.465389,0.000000,0.000000,0.203293,-0.307548,1.275722
2.095417,0.438353,-0.429543,0.190763,0.642690,-1.026418,-1.394457,-0.221217,0.240764,-0.888625,-0.119650,0.218454,-0.880185,0.914748,0.000000,0.000000,0.203326,-0.307633,1.275585
2.095833,0.358255,-0.469718,-0.280663,0.654029,0.000000,0.000000,-0.221364,0.240971,-0.888622,-0.039698,0.138187,1.955120,1.960399,-0.110437,0.132218,0.203360,-0.307710,1.276104
2.096250,0.237569,-0.670853,0.981861,1.212656,-0.020006,-0.202306,-0.221476,0.241209,-0.888377,-0.199602,0.339172,0.533813,0.663200,0.417004,0.363902,0.203440,-0.307849,1.276480
2.096667,0.317857,-0.269094,-0.123032,0.434260,0.000000,0.000000,-0.221603,0.241368,-0.888264,-0.319718,0.499707,1.325731,1.452408,0.047434,-0.068585,0.203568,-0.308029,1.276845
2.097083,0.317984,-0.550452,1.138025,1.303539,-0.050114,-0.131414,-0.221727,0.241578,-0.887899,-0.359694,0.258778,-0.570447,0.722326,0.000000,0.000000,0.203698,-0.308154,1.276816
2.097500,0.197488,-0.550452,0.823740,1.010221,-0.141998,-0.315508,-0.221813,0.241799,-0.887534,-0.119901,0.258694,0.534639,0.605919,0.159982,0.575952,0.203770,-0.308267,1.276875
2.097917,0.116883,-0.429925,0.823740,0.936507,-0.217532,-0.188746,-0.221872,0.241973,-0.887268,-0.199727,0.339088,-0.724831,0.824773,0.000000,0.000000,0.203845,-0.308397,1.276726
2.098333,0.197298,-0.228791,-0.282621,0.413699,0.000000,0.000000,-0.221946,0.242079,-0.887232,-0.159814,0.258609,0.220995,0.375843,0.098385,0.896651,0.203915,-0.308519,1.276829
2.098750,0.157154,-0.188488,0.825705,0.861402,-0.299481,-0.604821,-0.222020,0.242155,-0.886888,-0.159689,0.379285,1.323285,1.385800,0.141427,0.019625,0.203989,-0.308674,1.277271
2.099167,0.237569,-0.107881,1.929129,1.946693,0.023976,0.110918,-0.222102,0.242242,-0.886249,-0.279616,0.459594,0.850220,1.006124,0.344297,-0.038654,0.204089,-0.308846,1.277712
2.099583,0.076865,-0.630677,0.665129,0.919814,-0.116352,-0.633833,-0.222151,0.242432,-0.885928,-0.159689,0.258609,1.635612,1.663613,0.074320,0.222173,0.204153,-0.308968,1.278263
2.100000,0.157090,-0.107754,0.034601,0.193612,-8.109200,-9.761098,-0.222219,0.242521,-0.885847,0.000341,0.258736,0.537888,0.596882,0.024936,-0.041903,0.204150,-0.309092,1.278574
2.100417,0.277776,-0.228791,0.351824,0.503274,-0.626015,-1.884937,-0.222321,0.242622,-0.885723,0.200346,0.499834,0.693257,0.877826,-0.235189,0.663679,0.204100,-0.309264,1.278808
2.100833,0.197488,-0.429543,0.348396,0.587272,0.139632,-0.289445,-0.222403,0.242776,-0.885534,-0.079737,0.218497,0.058794,0.239907,5.370998,6.232729,0.204119,-0.309389,1.278845
2.101250,0.117200,-0.268712,0.981373,1.024224,-0.014162,0.339344,-0.222461,0.242910,-0.885289,-0.159814,0.419397,-0.407758,0.606384,0.000000,0.000000,0.204166,-0.309544,1.278751
2.101667,0.157281,-0.429543,-0.755028,0.882786,0.000000,0.000000,-0.222532,0.243078,-0.885385,0.040442,0.339130,0.223273,0.408039,0.346645,-0.612858,0.204161,-0.309688,1.278756
2.102083,0.277713,-0.430052,0.666599,0.840490,-0.032599,-0.316769,-0.222642,0.243243,-0.885216,0.080167,0.298891,-0.415913,0.518407,0.000000,0.000000,0.204147,-0.309824,1.278704
2.102500,0.318111,-0.228663,0.509457,0.642672,0.538215,0.322692,-0.222763,0.243355,-0.885004,-0.159814,0.419566,0.697473,0.829484,0.078531,-0.439656,0.204180,-0.309979,1.278928
2.102917,0.197488,-0.268584,0.351337,0.484332,-0.237829,-1.568076,-0.222843,0.243476,-0.884836,0.080292,0.258736,0.846464,0.888759,0.246432,0.495419,0.204180,-0.310095,1.279172
2.103333,0.036785,-0.429925,0.508476,0.666886,-0.344213,-0.305771,-0.222878,0.243641,-0.884635,-0.159689,0.218497,-0.567023,0.628297,0.000000,0.000000,0.204221,-0.310197,1.279056
2.103750,0.157217,-0.389622,0.508968,0.659978,-0.095019,-0.961669,-0.222938,0.243806,-0.884445,-0.039698,0.339088,-0.248329,0.422166,0.000000,0.000000,0.204243,-0.310336,1.278952
2.104167,0.197361,-0.390131,0.192719,0.477801,-0.950982,-1.390949,-0.223014,0.243980,-0.884255,0.000215,0.419397,0.065468,0.424476,-1.303059,0.382124,0.204235,-0.310505,1.278968
2.104583,0.157344,-0.550835,1.456230,1.564859,-0.079455,0.428665,-0.223085,0.244195,-0.883769,0.160370,0.419482,0.221955,0.500947,-0.271647,0.362039,0.204190,-0.310688,1.279072
2.105000,0.197552,-0.510149,0.982838,1.124833,0.117064,-0.210955,-0.223176,0.244400,-0.883381,0.000404,0.540073,0.538857,0.762919,-0.219956,-0.068348,0.204207,-0.310888,1.279231
2.105417,0.358001,-0.349955,0.193211,0.536623,-0.648602,-1.399110,-0.223308,0.244548,-0.883158,-0.399796,0.298975,-0.093311,0.507868,0.000000,0.000000,0.204315,-0.311024,1.279269
2.105833,0.277713,-0.229045,1.456232,1.500066,-0.083188,-0.189949,-0.223433,0.244660,-0.882749,0.040254,0.218750,0.381065,0.441229,-0.056671,-0.197729,0.204332,-0.311137,1.279405
2.106250,0.317984,-0.349700,-0.122055,0.488162,0.000000,0.000000,-0.223551,0.244800,-0.882613,0.000278,0.459552,0.533487,0.704128,0.273804,0.559009,0.204332,-0.311304,1.279606
2.106667,0.157281,-0.389749,0.981861,1.068032,-0.285678,-0.441605,-0.223650,0.244949,-0.882281,-0.039698,0.339172,0.382689,0.512898,-1.081793,0.363403,0.204354,-0.311451,1.279798
2.107083,0.478624,-0.228663,0.980883,1.115123,-0.032595,-0.451285,-0.223824,0.245069,-0.881861,-0.159751,0.298975,0.689970,0.768743,-0.206691,1.004311,0.204404,-0.311581,1.280053
2.107500,0.438480,-0.429543,1.140476,1.295167,0.002641,-0.136797,-0.223990,0.245226,-0.881441,-0.039761,0.339215,0.536085,0.635637,-0.093248,0.362770,0.204437,-0.311725,1.280265
2.107917,0.157154,-0.308887,0.507986,0.614946,-0.356665,-0.536010,-0.224095,0.245357,-0.881119,-0.159940,0.419524,0.220986,0.500416,0.399558,0.362082,0.204492,-0.311894,1.280302
2.108333,0.438543,-0.228791,1.456232,1.537946,-0.088931,-0.189958,-0.224244,0.245461,-0.880590,-0.119713,0.419482,-0.885220,0.986869,0.000000,0.000000,0.204553,-0.312066,1.280011
2.108750,0.237442,-0.268712,1.298109,1.346726,-0.117288,-0.168864,-0.224365,0.245582,-0.880005,-0.239829,0.379285,-0.878055,0.986081,0.000000,0.000000,0.204653,-0.312221,1.279688
2.109167,0.358001,-0.429797,1.772964,1.859111,-0.108197,-0.025365,-0.224495,0.245741,-0.879365,-0.359694,0.299060,-0.246214,0.528619,0.000000,0.000000,0.204778,-0.312363,1.279487
2.109583,0.197361,-0.309270,0.826679,0.904432,0.018935,-0.329971,-0.224588,0.245884,-0.878966,-0.119776,0.459552,-1.038937,1.142332,0.000000,0.000000,0.204842,-0.312549,1.279131
2.110000,0.197234,-0.389239,0.667088,0.797129,-0.224947,-0.484870,-0.224679,0.246060,-0.878545,-0.079863,0.540030,-0.724012,0.906755,0.000000,0.000000,0.204884,-0.312743,1.278895
2.110417,0.317921,-0.670980,2.563576,2.668934,-0.086969,0.008939,-0.224784,0.246284,-0.877795,-0.159689,0.178427,0.532662,0.584008,-0.205720,1.209312,0.204950,-0.312851,1.279084
2.110833,0.036785,-0.148057,-0.124016,0.196606,0.000000,0.000000,-0.224832,0.246404,-0.877616,-0.239703,0.298933,1.326861,1.381079,-0.154737,0.022801,0.205039,-0.312959,1.279484
2.111250,0.237696,-0.470228,0.510437,0.733594,-0.623169,-0.299821,-0.224901,0.246564,-0.877327,-0.159751,0.178511,-0.092991,0.256971,0.000000,0.000000,0.205105,-0.313058,1.279532
2.111667,-0.003423,-0.268712,2.245859,2.261880,-0.150928,0.050249,-0.224922,0.246681,-0.876544,-0.079737,0.419566,-0.251594,0.495674,0.000000,0.000000,0.205153,-0.313202,1.279450
2.112083,0.076992,-0.147802,1.773941,1.781752,-0.025259,0.090787,-0.224954,0.246768,-0.875970,-0.199853,0.218666,-0.092334,0.310293,0.000000,0.000000,0.205228,-0.313324,1.279499
2.112500,0.157217,-0.389239,-1.069803,1.149219,0.000000,0.000000,-0.225005,0.246911,-0.876196,-0.199727,0.459679,1.327844,1.419283,-0.056881,-0.149881,0.205319,-0.313490,1.279833
2.112917,0.036658,-0.349446,-0.753563,0.831453,0.000000,0.000000,-0.225023,0.247067,-0.876357,-0.319844,0.339046,-0.405333,0.617694,0.000000,0.000000,0.205444,-0.313626,1.279828
2.113333,-0.043504,-0.470228,1.771986,1.833832,-0.058997,-0.086657,-0.225016,0.247249,-0.875849,-0.319844,0.138356,0.225213,0.414926,-0.744792,-0.558207,0.205555,-0.313703,1.279977
2.113750,0.036658,-0.389876,0.982845,1.057985,-0.346998,0.121233,-0.225029,0.247420,-0.875417,0.000278,0.218581,1.641307,1.655798,-0.051916,-0.046076,0.205591,-0.313806,1.280474
2.114167,0.076865,-0.429925,0.508476,0.670292,-0.218513,0.345920,-0.225050,0.247602,-0.875194,-0.199665,0.459636,0.375356,0.626118,-0.198389,1.530481,0.205669,-0.313980,1.280740
2.114583,-0.043757,-0.510531,0.193703,0.547794,-0.540693,0.359165,-0.225059,0.247798,-0.874927,-0.319781,0.459594,0.690470,0.888952,0.092028,0.671294,0.205766,-0.314177,1.280974
2.115000,0.237569,-0.349573,2.560144,2.594799,-0.007833,0.088555,-0.225133,0.247941,-0.874189,0.080418,0.540030,0.223425,0.589931,0.043687,-0.656398,0.205791,-0.314380,1.281088
2.115417,0.157281,-0.148566,0.195663,0.291708,-0.927065,-0.304580,-0.225210,0.248047,-0.873889,-0.359820,0.298975,0.065134,0.472333,-1.015999,0.487233,0.205899,-0.314530,1.281127
