abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
0.171667,2.869784,5.641267,218.324589,218.416313,-0.003856,0.212278,-0.358610,-0.877047,35.748677,-1.680790,-2.985736,363.793927,363.810062,0.013218,-0.142831,0.377295,0.438408,63.080990
0.172083,2.909738,5.802098,219.588582,219.684493,-0.004145,0.211522,-0.359823,-0.879451,35.840019,-1.440557,-2.985693,362.227354,362.242523,0.012877,-0.145879,0.377925,0.439646,63.232169
0.172500,2.949946,5.762050,218.640337,218.736143,-0.004478,0.214472,-0.361069,-0.881857,35.931119,-1.640625,-2.905299,364.274466,364.289745,0.012016,-0.144016,0.378590,0.440857,63.383710
0.172917,3.231399,5.801843,217.694054,217.795327,-0.004562,0.212856,-0.362381,-0.884275,36.022033,-1.560673,-2.824990,362.855774,362.870127,0.012507,-0.144740,0.379243,0.442023,63.535019
0.173333,3.030297,5.842146,219.745727,219.844258,-0.003416,0.211108,-0.363644,-0.886689,36.113342,-1.520634,-2.584062,363.165006,363.177382,0.013221,-0.143739,0.379871,0.443147,63.686328
0.173750,2.829196,5.600709,218.167935,218.258151,-0.004912,0.211683,-0.364829,-0.889056,36.204421,-1.400707,-3.025890,363.330955,363.346254,0.012740,-0.145585,0.380471,0.444360,63.837639
0.174167,2.708827,5.842656,219.115687,219.210307,-0.003352,0.214237,-0.365971,-0.891474,36.295609,-1.520634,-2.784750,362.381256,362.395146,0.012427,-0.144174,0.381105,0.445535,63.988774
0.174583,2.789305,5.842401,218.482714,218.578613,-0.004290,0.212837,-0.367142,-0.893903,36.386764,-1.640625,-2.744765,363.485650,363.499716,0.012497,-0.144501,0.381771,0.446698,64.140040
0.175000,2.990153,5.761667,219.589075,219.685001,-0.003863,0.212537,-0.368362,-0.896301,36.478128,-1.520697,-2.985778,361.908827,361.924338,0.013083,-0.145093,0.382405,0.447903,64.291043
0.175417,2.829386,5.640630,218.798953,218.889936,-0.004899,0.212579,-0.369553,-0.898651,36.569338,-1.400581,-2.664286,363.330947,363.343415,0.012923,-0.145939,0.383016,0.449044,64.442245
0.175833,2.829576,5.520103,218.642795,218.730770,-0.003842,0.214020,-0.370740,-0.900948,36.660450,-1.680664,-2.784877,362.065641,362.080252,0.013375,-0.145211,0.383675,0.450204,64.593292
0.176250,2.950072,5.359527,218.643285,218.728858,-0.004175,0.215069,-0.371952,-0.903212,36.751475,-1.360542,-2.905384,363.482578,363.496736,0.013001,-0.143875,0.384273,0.451409,64.744611
0.176667,2.829386,5.641140,217.536419,217.627943,-0.004929,0.215336,-0.373123,-0.905549,36.842345,-1.480659,-2.945454,363.006920,363.021889,0.012761,-0.142691,0.384889,0.452645,64.895887
0.177083,2.588394,5.721491,219.746215,219.835926,-0.003613,0.211137,-0.374240,-0.907924,36.933720,-1.600712,-3.106242,362.855282,362.872108,0.012878,-0.145002,0.385534,0.453928,65.047098
0.177500,2.909865,5.681061,219.273320,219.366202,-0.003850,0.213366,-0.375436,-0.910297,37.025127,-1.400707,-3.106200,363.009484,363.025476,0.012754,-0.143877,0.386151,0.455208,65.198319
0.177917,2.989963,5.721237,219.430458,219.525393,-0.004320,0.213961,-0.376674,-0.912664,37.116568,-1.680727,-2.905468,362.700085,362.715616,0.012805,-0.145852,0.386815,0.456421,65.349553
0.178333,2.949946,5.520230,219.747195,219.836314,-0.004000,0.210682,-0.377908,-0.914978,37.208031,-1.440683,-2.744680,363.958397,363.971597,0.012723,-0.144468,0.387446,0.457582,65.500984
0.178750,2.990216,5.519975,218.642788,218.732897,-0.003579,0.215536,-0.379157,-0.917292,37.299252,-1.640625,-2.825074,362.068098,362.082836,0.013003,-0.145510,0.388105,0.458762,65.651998
0.179167,3.070441,5.722001,219.274294,219.370428,-0.002377,0.213856,-0.380425,-0.919654,37.390649,-1.480910,-2.945581,362.378461,362.393458,0.012972,-0.144148,0.388727,0.459972,65.803056
0.179583,2.990153,5.600455,220.379192,220.470621,-0.003403,0.216576,-0.381671,-0.922001,37.482353,-1.400581,-2.825032,363.641988,363.655658,0.012730,-0.144277,0.389342,0.461180,65.954463
0.180000,2.909674,5.680934,219.747196,219.839872,-0.003692,0.214163,-0.382889,-0.924357,37.573948,-1.760867,-3.146481,363.325726,363.343617,0.013523,-0.144960,0.390025,0.462449,66.105860
0.180417,2.909865,5.600837,219.590545,219.681233,-0.004451,0.215092,-0.384093,-0.926680,37.665521,-1.400644,-2.865271,363.169411,363.183414,0.012838,-0.144609,0.390656,0.463671,66.257170
0.180833,2.789178,5.358890,220.537314,220.620045,-0.004701,0.211721,-0.385272,-0.928938,37.757356,-1.720703,-2.985736,362.856421,362.872785,0.013078,-0.145626,0.391312,0.464898,66.408272
0.181250,2.909738,5.479927,220.694458,220.781657,-0.004578,0.213294,-0.386487,-0.931213,37.849312,-1.160600,-2.865187,361.273389,361.286614,0.012875,-0.143834,0.391851,0.466092,66.559000
0.181667,3.070568,5.479799,220.854538,220.943847,-0.003260,0.211885,-0.387722,-0.933510,37.941269,-1.400518,-2.744807,362.537563,362.550659,0.013228,-0.144875,0.392412,0.467269,66.709915
0.182083,2.588267,5.680679,220.063438,220.151962,-0.004215,0.214862,-0.388873,-0.935835,38.033028,-1.320629,-3.106284,361.752312,361.768058,0.012606,-0.145287,0.392982,0.468527,66.860744
0.182500,3.150730,5.278539,220.223037,220.308820,-0.003894,0.216556,-0.390122,-0.938062,38.124963,-1.520760,-2.945665,362.382689,362.397852,0.013159,-0.145668,0.393591,0.469757,67.011715
0.182917,2.789242,5.278156,222.905235,222.985163,-0.005396,0.210732,-0.391317,-0.940287,38.217479,-1.360605,-2.825032,362.698112,362.711666,0.012943,-0.145558,0.394172,0.470951,67.162882
0.183333,2.909865,5.640630,220.379679,220.471057,-0.003682,0.213558,-0.392519,-0.942601,38.309545,-1.400455,-2.945665,363.643289,363.657916,0.012549,-0.144561,0.394733,0.472173,67.314302
0.183750,2.869467,5.479418,221.326949,221.413361,-0.003657,0.213181,-0.393711,-0.944909,38.401731,-1.120624,-2.985778,363.167770,363.181773,0.013164,-0.144591,0.395230,0.473426,67.465589
0.184167,2.789052,5.680934,221.803768,221.894036,-0.003180,0.210433,-0.394899,-0.947251,38.494051,-1.280339,-3.146608,362.223265,362.239194,0.013770,-0.145854,0.395755,0.474720,67.616592
0.184583,3.070188,5.519975,220.853560,220.943865,-0.003861,0.212879,-0.396136,-0.949576,38.586216,-1.320441,-3.066130,362.381064,362.396441,0.013313,-0.145347,0.396303,0.476003,67.767650
0.185000,2.749034,5.720728,221.959439,222.050167,-0.004214,0.210527,-0.397326,-0.951912,38.678589,-1.320441,-3.066172,363.482871,363.498202,0.013910,-0.145363,0.396870,0.477294,67.918937
0.185417,3.070378,5.237980,221.487519,221.570722,-0.003852,0.213832,-0.398566,-0.954134,38.770887,-1.560484,-3.266988,362.228648,362.246742,0.012713,-0.146142,0.397487,0.478631,68.070007
0.185833,2.829259,5.318459,221.171275,221.253302,-0.004101,0.214620,-0.399776,-0.956358,38.863140,-1.320503,-3.106200,363.008176,363.023867,0.013474,-0.144482,0.398056,0.479936,68.221250
0.186250,3.030170,5.520103,222.275681,222.364861,-0.003082,0.212260,-0.401025,-0.958641,38.955634,-1.360605,-3.106284,363.638715,363.654527,0.013454,-0.144235,0.398604,0.481236,68.372646
0.186667,3.030488,5.479418,221.643680,221.732110,-0.003392,0.214870,-0.402279,-0.960941,39.048051,-1.120624,-3.186678,362.539667,362.555404,0.013917,-0.146330,0.399093,0.482564,68.523836
0.187083,2.909484,5.680806,221.958945,222.050693,-0.003956,0.213524,-0.403497,-0.963266,39.140600,-1.200387,-3.266988,363.328991,363.345662,0.013078,-0.145549,0.399590,0.483925,68.675135
0.187500,2.869340,5.277774,223.225886,223.306705,-0.003626,0.211910,-0.404709,-0.965504,39.233403,-1.240552,-3.347382,362.856068,362.873628,0.013194,-0.145876,0.400102,0.485297,68.826369
0.187917,3.070314,5.439114,221.488011,221.576059,-0.005050,0.214287,-0.405966,-0.967754,39.325898,-1.200639,-3.106369,363.014030,363.029306,0.013456,-0.146303,0.400605,0.486603,68.977614
0.188333,2.949882,5.358635,222.750535,222.834507,-0.004099,0.212096,-0.407198,-0.970006,39.418688,-1.200513,-3.026060,363.010933,363.025530,0.013640,-0.145706,0.401113,0.487872,69.128890
0.188750,2.869530,5.559769,223.697312,223.784791,-0.004065,0.213128,-0.408410,-0.972289,39.511841,-1.320629,-3.066172,363.328797,363.344135,0.012916,-0.145575,0.401647,0.489158,69.280244
0.189167,3.030170,5.277774,223.854444,223.937154,-0.003062,0.212301,-0.409656,-0.974533,39.605026,-1.200387,-3.226918,363.171005,363.187325,0.013177,-0.145767,0.402150,0.490480,69.431609
0.189583,2.949755,5.639994,222.749070,222.839985,-0.003504,0.212527,-0.410896,-0.976833,39.698002,-1.120435,-3.066045,363.638877,363.653529,0.013965,-0.144847,0.402619,0.491772,69.582918
0.190000,3.030043,5.278284,224.013558,224.096220,-0.004094,0.209932,-0.412153,-0.979068,39.791221,-1.080396,-3.106284,361.125680,361.140655,0.013510,-0.147674,0.403092,0.493052,69.733682
0.190417,3.030297,5.439242,223.540169,223.626866,-0.003957,0.213058,-0.413410,-0.981335,39.884319,-1.360542,-2.945623,362.858524,362.873031,0.012846,-0.146237,0.403634,0.494310,69.884632
0.190833,2.949692,5.599818,222.438702,222.528728,-0.003510,0.213826,-0.414651,-0.983648,39.977188,-1.280528,-3.226875,361.121759,361.138447,0.013723,-0.146741,0.404184,0.495627,70.035363
0.191250,3.030170,5.479163,224.015025,224.102509,-0.003504,0.212350,-0.415899,-0.985937,40.070407,-1.440494,-3.106454,363.171822,363.187964,0.013212,-0.146087,0.404759,0.496927,70.186465
0.191667,2.909738,5.439114,223.856898,223.941871,-0.003923,0.213251,-0.417120,-0.988198,40.163790,-1.240614,-3.066045,362.070017,362.085124,0.013497,-0.146993,0.405279,0.498226,70.337557
0.192083,2.909674,5.318205,225.276571,225.358122,-0.003749,0.209236,-0.418341,-0.990419,40.257338,-1.080585,-3.347509,364.273465,364.290449,0.013029,-0.145160,0.405743,0.499585,70.489032
0.192500,3.029980,5.278156,222.121967,222.205329,-0.003534,0.214704,-0.419595,-0.992658,40.350206,-1.120435,-3.106369,362.069030,362.084089,0.013299,-0.146681,0.406196,0.500888,70.640124
0.192917,3.030107,5.801079,223.541144,223.636932,-0.004254,0.213468,-0.420866,-0.995005,40.443283,-0.960469,-2.985862,363.172962,363.186506,0.013142,-0.146408,0.406624,0.502143,70.791391
0.193333,3.150603,5.318332,224.015511,224.100781,-0.003237,0.213372,-0.422145,-0.997266,40.536568,-1.200513,-3.025975,363.487277,363.501855,0.013527,-0.146278,0.407099,0.503409,70.942735
0.193750,2.789115,5.478909,223.700742,223.785208,-0.003452,0.211660,-0.423352,-0.999534,40.629853,-1.080333,-3.146651,362.225530,362.240808,0.014291,-0.147372,0.407546,0.504704,71.093782
0.194167,3.070314,5.438860,224.487920,224.574785,-0.003064,0.213633,-0.424603,-1.001801,40.723390,-0.920556,-3.026102,362.701040,362.714832,0.013427,-0.147048,0.407960,0.505956,71.244940
0.194583,2.949692,5.398302,225.279999,225.363973,-0.003173,0.212647,-0.425866,-1.004056,40.817201,-1.200576,-2.784962,363.645523,363.658169,0.013434,-0.146700,0.408450,0.507172,71.396361
0.195000,3.311370,5.438987,225.278042,225.368019,-0.004432,0.210680,-0.427187,-1.006327,40.910991,-1.320503,-3.347466,363.167248,363.185076,0.014107,-0.145749,0.408966,0.508520,71.547747
0.195417,2.829323,5.559260,224.177065,224.263833,-0.003603,0.212424,-0.428416,-1.008627,41.004507,-0.960343,-3.226875,363.647010,363.662595,0.013398,-0.146942,0.409400,0.509875,71.699124
0.195833,3.070060,5.438478,224.647023,224.733814,-0.003209,0.212745,-0.429681,-1.010896,41.097990,-1.080396,-3.267199,362.070826,362.087178,0.013658,-0.147571,0.409856,0.511223,71.850129
0.196250,3.110332,5.358126,223.385961,223.471857,-0.004125,0.211493,-0.430972,-1.013131,41.191264,-1.280779,-3.106411,362.545997,362.561567,0.013030,-0.147554,0.410353,0.512545,72.001178
0.196667,3.070314,5.317950,224.963759,225.047552,-0.003794,0.211983,-0.432254,-1.015347,41.284901,-0.960280,-3.347466,362.856376,362.873087,0.013886,-0.147087,0.410806,0.513918,72.152435
0.197083,3.070188,5.277520,225.120899,225.203680,-0.004233,0.212582,-0.433533,-1.017557,41.378613,-1.400266,-3.267072,364.118746,364.136095,0.012809,-0.145988,0.411348,0.515270,72.304041
0.197500,3.070188,5.398429,224.016985,224.103054,-0.003219,0.213846,-0.434815,-1.019787,41.472151,-1.240489,-3.066257,363.801206,363.816242,0.013525,-0.146143,0.411865,0.516556,72.455625
0.197917,3.110332,5.237471,225.752896,225.835063,-0.005110,0.210040,-0.436114,-1.021983,41.566006,-1.080333,-2.985862,363.484820,363.498689,0.013692,-0.145679,0.412309,0.517814,72.607066
0.198333,3.190810,5.277774,224.488900,224.573601,-0.003979,0.214164,-0.437421,-1.024188,41.659631,-0.840415,-3.106327,363.012389,363.026652,0.013953,-0.146604,0.412701,0.519109,72.758365
0.198750,2.949628,5.398429,224.490863,224.575134,-0.002740,0.212162,-0.438658,-1.026415,41.753158,-1.200261,-3.227045,363.168403,363.184723,0.014089,-0.146070,0.413168,0.520437,72.909773
0.199167,2.829132,5.197295,224.334216,224.412247,-0.004340,0.213593,-0.439854,-1.028603,41.846729,-1.080396,-3.106454,364.589729,364.604564,0.013378,-0.145676,0.413629,0.521751,73.061423
0.199583,2.949692,5.317823,225.596738,225.678683,-0.004930,0.210902,-0.441088,-1.030796,41.940575,-1.120372,-3.267115,362.228132,362.244598,0.013383,-0.147052,0.414110,0.523106,73.212471
0.200000,3.150603,5.116689,224.650457,224.730805,-0.003227,0.212324,-0.442382,-1.032962,42.034288,-1.360542,-3.347551,361.594643,361.612697,0.013262,-0.146377,0.414652,0.524501,73.363278
0.200417,3.070188,5.398429,225.280498,225.366084,-0.003493,0.210685,-0.443666,-1.035186,42.128046,-1.240300,-3.427776,363.018589,363.036891,0.012732,-0.146863,0.415149,0.525907,73.514415
0.200833,3.070060,5.317696,224.332740,224.416758,-0.004398,0.215044,-0.444943,-1.037407,42.221584,-0.840226,-3.186636,362.697934,362.712906,0.012873,-0.145806,0.415549,0.527268,73.665561
0.201250,3.029916,5.317441,224.334211,224.417677,-0.003500,0.213070,-0.446208,-1.039617,42.315166,-1.160348,-3.427818,362.699084,362.717138,0.013462,-0.146383,0.415997,0.528669,73.816697
0.201667,3.030170,5.237089,225.910042,225.991053,-0.003476,0.212092,-0.447451,-1.041808,42.409153,-0.960469,-3.267072,362.857847,362.873826,0.013884,-0.147404,0.416411,0.530044,73.967866
0.202083,2.748781,5.276883,225.439594,225.518097,-0.003859,0.212281,-0.448635,-1.044020,42.503075,-0.960406,-3.307142,362.697774,362.714123,0.013254,-0.146093,0.416822,0.531413,74.119055
0.202500,3.029980,5.518957,224.806613,224.894760,-0.003641,0.213805,-0.449884,-1.046292,42.596766,-1.120309,-3.227045,363.482856,363.498907,0.014247,-0.145944,0.417278,0.532750,74.270419
0.202917,3.110205,5.357871,224.489392,224.574859,-0.003368,0.212667,-0.451163,-1.048544,42.690380,-1.120372,-3.025933,363.012890,363.027230,0.013445,-0.146010,0.417742,0.534024,74.421674
0.203333,2.949692,5.478654,225.280494,225.366407,-0.003760,0.211158,-0.452398,-1.050818,42.784225,-1.080333,-3.026060,362.537718,362.551956,0.014096,-0.146048,0.418192,0.535305,74.572798
0.203750,2.869403,5.478654,225.754364,225.839062,-0.005060,0.215368,-0.453602,-1.053095,42.878278,-1.040483,-3.307312,363.013043,363.029600,0.013253,-0.145968,0.418609,0.536644,74.723987
0.204167,2.909357,5.398174,226.070613,226.153768,-0.003300,0.213126,-0.454828,-1.055339,42.972409,-0.760401,-3.026144,362.541121,362.554548,0.013320,-0.146351,0.418970,0.537941,74.875079
0.204583,3.150476,5.236962,225.439596,225.522422,-0.003070,0.212778,-0.456113,-1.057538,43.066353,-1.120561,-3.267199,362.543555,362.560008,0.013373,-0.147226,0.419415,0.539283,75.026149
0.205000,2.989836,5.317823,224.966213,225.048918,-0.004660,0.212966,-0.457367,-1.059737,43.160209,-1.160285,-3.226960,362.694023,362.710234,0.013646,-0.145196,0.419882,0.540638,75.177152
0.205417,2.949565,5.156738,226.228240,226.306227,-0.005506,0.214260,-0.458593,-1.061913,43.254329,-0.960343,-3.347466,361.124032,361.140823,0.014044,-0.147942,0.420318,0.542025,75.327773
0.205833,2.869276,5.397920,225.440086,225.522954,-0.003300,0.213722,-0.459800,-1.064137,43.348295,-1.280528,-3.347466,361.754584,361.772338,0.012967,-0.146469,0.420821,0.543417,75.478515
0.206250,2.949565,5.277393,225.122863,225.204028,-0.003910,0.211107,-0.461015,-1.066328,43.442107,-1.160663,-3.307269,362.539335,362.556278,0.014108,-0.146615,0.421313,0.544798,75.629607
0.206667,2.829196,5.035955,224.964740,225.038884,-0.004032,0.211557,-0.462208,-1.068468,43.535952,-1.160348,-3.307185,363.803154,363.820036,0.013513,-0.146714,0.421799,0.546162,75.781048
0.207083,2.909357,5.398557,226.388818,226.471865,-0.004759,0.211365,-0.463425,-1.070681,43.630160,-1.200639,-3.106242,363.011418,363.026693,0.013458,-0.145694,0.422299,0.547476,75.932425
0.207500,3.069997,5.236834,226.070123,226.151608,-0.003336,0.211697,-0.464682,-1.072888,43.724334,-1.240363,-3.186763,363.966683,363.982748,0.012153,-0.146821,0.422799,0.548815,76.083966
0.207917,2.909420,5.438223,225.441069,225.525419,-0.003897,0.212733,-0.465911,-1.075126,43.818476,-1.040169,-3.427860,363.325547,363.343206,0.013423,-0.145219,0.423249,0.550220,76.235375
0.208333,2.989772,5.237217,227.808975,227.888781,-0.004602,0.210812,-0.467143,-1.077331,43.913155,-1.080459,-3.347466,363.017448,363.034490,0.012710,-0.146571,0.423691,0.551607,76.386566
0.208750,2.869276,5.357617,226.702613,226.784064,-0.003572,0.210592,-0.468355,-1.079541,44.007702,-1.000256,-3.146481,361.750827,361.765893,0.013843,-0.146497,0.424130,0.552921,76.537405
0.209167,2.989772,5.156355,226.860737,226.939024,-0.004621,0.211224,-0.469582,-1.081706,44.102173,-1.240237,-2.985905,362.063986,362.078422,0.014230,-0.146090,0.424614,0.554204,76.688287
0.209583,2.829005,5.196913,226.229716,226.307083,-0.004012,0.213268,-0.470777,-1.083872,44.196457,-1.000256,-3.387621,362.695648,362.712847,0.013624,-0.145779,0.425056,0.555582,76.839400
0.210000,2.909420,5.237089,225.912492,225.991915,-0.004036,0.212580,-0.471984,-1.086048,44.290697,-1.120372,-3.307227,363.169704,363.186491,0.013713,-0.146058,0.425531,0.556949,76.990665
0.210417,2.909167,5.196531,227.178444,227.256491,-0.005475,0.213841,-0.473199,-1.088202,44.385157,-1.360479,-3.066214,362.855081,362.870586,0.013215,-0.145913,0.426056,0.558246,77.141866
0.210833,2.949628,4.995142,225.597225,225.671797,-0.004053,0.215872,-0.474436,-1.090311,44.479266,-1.000256,-3.106327,362.699722,362.714403,0.013259,-0.146730,0.426509,0.559549,77.293023
0.211250,3.110268,5.196786,225.599676,225.680957,-0.002912,0.213371,-0.475707,-1.092460,44.573255,-1.160285,-3.267115,363.010255,363.026811,0.013637,-0.145669,0.426964,0.560904,77.444180
0.211667,2.909611,5.156610,225.441070,225.518807,-0.004780,0.213290,-0.476944,-1.094611,44.667298,-0.920367,-3.347466,361.907964,361.924615,0.013370,-0.145946,0.427376,0.562282,77.595041
0.212083,3.069934,5.156483,226.862197,226.941557,-0.004056,0.212683,-0.478204,-1.096754,44.761758,-1.080208,-3.186763,361.755887,361.771536,0.013485,-0.147407,0.427826,0.563644,77.745805
0.212500,2.949692,5.076131,227.336566,227.412361,-0.004166,0.212501,-0.479436,-1.098869,44.856372,-1.240614,-3.508170,362.070971,362.090092,0.013684,-0.147838,0.428329,0.565066,77.896623
0.212917,2.869086,4.995652,226.230696,226.304034,-0.004022,0.213314,-0.480654,-1.100970,44.950712,-1.200513,-3.267072,361.751636,361.768380,0.013872,-0.146783,0.428829,0.566442,78.047386
0.213333,3.110332,5.196786,226.230201,226.311256,-0.004664,0.213758,-0.481930,-1.103125,45.045029,-1.160411,-3.227002,361.906508,361.922756,0.013952,-0.145965,0.429304,0.567800,78.198290
0.213750,3.069997,5.236962,227.020324,227.101471,-0.003615,0.211785,-0.483218,-1.105307,45.139533,-1.000319,-3.387621,363.642926,363.660081,0.012859,-0.145101,0.429729,0.569203,78.349688
0.214167,3.150476,5.277265,226.547430,226.630786,-0.004083,0.215390,-0.484519,-1.107486,45.233961,-0.960280,-3.427776,363.647987,363.665410,0.012852,-0.146610,0.430135,0.570612,78.501087
0.214583,3.069807,5.035318,226.547924,226.624668,-0.004648,0.213983,-0.485790,-1.109598,45.328389,-1.000382,-3.186763,361.907317,361.922730,0.013929,-0.146275,0.430555,0.571970,78.652058
0.215000,2.869213,4.995398,227.020809,227.093888,-0.003863,0.213788,-0.487008,-1.111691,45.422959,-1.080333,-3.387579,362.701179,362.718607,0.013636,-0.147600,0.431013,0.573357,78.803029
0.215417,2.989772,5.115797,227.178449,227.255710,-0.004031,0.210450,-0.488253,-1.113817,45.517474,-1.280339,-3.226875,361.283140,361.299819,0.013444,-0.147742,0.431513,0.574732,78.953793
0.215833,3.110522,5.156483,225.283434,225.363906,-0.004977,0.214176,-0.489535,-1.115965,45.611517,-1.000319,-3.508000,363.167562,363.185881,0.013517,-0.145420,0.431969,0.576155,79.104840
0.216250,3.030043,5.196786,225.914947,225.995024,-0.004357,0.212588,-0.490792,-1.118111,45.705627,-1.280465,-3.226960,361.121598,361.138286,0.014274,-0.147350,0.432466,0.577527,79.255461
0.216667,2.869213,4.955222,226.231676,226.304127,-0.003730,0.214787,-0.492010,-1.120212,45.800010,-1.040232,-3.347551,361.279705,361.296711,0.013227,-0.146505,0.432908,0.578905,79.405994
0.217083,3.029853,5.236962,228.283336,228.363498,-0.005039,0.212069,-0.493250,-1.122366,45.894931,-0.920367,-3.226875,361.440578,361.456154,0.013298,-0.147827,0.433314,0.580264,79.556637
0.217500,2.869213,5.116180,227.494690,227.570300,-0.003125,0.212584,-0.494460,-1.124501,45.989732,-1.120372,-3.307354,362.221763,362.238594,0.014300,-0.146434,0.433753,0.581647,79.707487
0.217917,2.909293,5.035701,226.863181,226.937712,-0.004314,0.215146,-0.495678,-1.126604,46.084280,-0.920304,-3.467930,361.913348,361.931133,0.013368,-0.147452,0.434161,0.583076,79.858328
0.218333,3.030043,5.036083,226.548897,226.625122,-0.005222,0.211056,-0.496915,-1.128700,46.178719,-1.080082,-3.387621,362.226176,362.243627,0.013745,-0.147032,0.434600,0.584495,80.009081
0.218750,2.788988,4.995398,226.862690,226.934820,-0.003993,0.214181,-0.498105,-1.130792,46.273256,-1.080396,-3.427776,360.020746,360.038685,0.013834,-0.148224,0.435045,0.585932,80.159308
0.219167,2.949501,5.115925,227.336568,227.413252,-0.004749,0.211521,-0.499309,-1.132910,46.367870,-1.000256,-3.588479,360.965091,360.984313,0.013416,-0.146903,0.435478,0.587405,80.309710
0.219583,2.748781,5.035828,226.231677,226.304412,-0.003995,0.214280,-0.500485,-1.134989,46.462287,-1.160348,-3.427818,361.915127,361.933219,0.013038,-0.147760,0.435945,0.588833,80.460420
0.220000,2.989772,4.673481,227.336077,227.403764,-0.003593,0.213078,-0.501725,-1.136992,46.556911,-1.080333,-3.267157,361.594643,361.611016,0.013406,-0.146692,0.436376,0.590217,80.611140
0.220417,3.150285,5.115925,227.019832,227.099320,-0.005096,0.214738,-0.503010,-1.139107,46.651558,-0.720236,-3.427818,362.067704,362.084646,0.013062,-0.146327,0.436731,0.591634,80.761870
0.220833,2.909484,5.317313,227.492723,227.573456,-0.004008,0.212057,-0.504253,-1.141297,46.746336,-1.160285,-3.427945,360.653556,360.671713,0.013086,-0.147967,0.437184,0.593054,80.912240
0.221250,3.110395,5.156483,227.808972,227.888551,-0.005212,0.210832,-0.505546,-1.143443,46.841168,-1.160285,-3.307354,360.648844,360.665875,0.014187,-0.147680,0.437662,0.594451,81.062511
0.221667,3.270972,4.955476,226.863180,226.940870,-0.002641,0.213211,-0.506881,-1.145527,46.935837,-1.080271,-3.468100,360.652901,360.671193,0.012892,-0.147654,0.438115,0.595883,81.212827
0.222083,3.029916,5.035573,227.968081,228.043819,-0.005628,0.212410,-0.508163,-1.147609,47.030703,-1.040106,-3.427818,361.285574,361.303332,0.013042,-0.148018,0.438548,0.597300,81.363242
0.222500,3.069934,4.874615,227.337065,227.410042,-0.003321,0.214489,-0.509442,-1.149657,47.125537,-1.000256,-3.227129,360.179524,360.195370,0.013538,-0.148039,0.438954,0.598675,81.513459
0.222917,3.110205,4.955222,228.284327,228.359281,-0.004188,0.213583,-0.510732,-1.151716,47.220535,-0.800251,-3.468015,361.123037,361.140576,0.014025,-0.147922,0.439307,0.600106,81.663862
0.223333,3.069997,4.954967,227.494690,227.569353,-0.005212,0.213112,-0.512009,-1.153786,47.315390,-0.880076,-3.508212,361.125640,361.143752,0.013303,-0.147915,0.439679,0.601559,81.814265
0.223750,2.989645,5.035573,227.651828,227.727139,-0.003879,0.212701,-0.513271,-1.155867,47.410223,-1.040358,-3.427860,360.175265,360.193079,0.014099,-0.147700,0.440085,0.602985,81.964426
0.224167,3.150285,4.874615,227.492735,227.566761,-0.004066,0.215073,-0.514573,-1.157912,47.505001,-0.800251,-3.307354,360.492352,360.508412,0.014049,-0.147898,0.440441,0.604382,82.114576
0.224583,3.150603,4.915046,227.179912,227.254915,-0.004363,0.214387,-0.515891,-1.159963,47.599714,-0.880202,-3.468015,360.022017,360.039795,0.013807,-0.148828,0.440794,0.605833,82.264716
0.225000,3.230828,4.995270,227.653802,227.731518,-0.002770,0.213676,-0.517232,-1.162033,47.694580,-0.760275,-3.709113,361.439931,361.459762,0.012909,-0.147148,0.441133,0.607351,82.415075
0.225417,3.230700,4.915046,228.281877,228.357637,-0.004215,0.213110,-0.518578,-1.164084,47.789632,-0.960406,-3.548451,359.387426,359.406227,0.013842,-0.147545,0.441513,0.608840,82.565007
0.225833,3.230891,4.874615,227.968568,228.043567,-0.005674,0.212931,-0.519910,-1.166112,47.884663,-0.880202,-3.548409,360.020908,360.039471,0.014355,-0.148820,0.441886,0.610319,82.715004
0.226250,3.029853,4.794136,228.283833,228.354269,-0.003298,0.213618,-0.521183,-1.168121,47.979704,-0.880076,-3.548409,360.496078,360.514616,0.012778,-0.147859,0.442258,0.611795,82.865145
0.226667,2.989709,4.874870,227.494686,227.566551,-0.004320,0.214586,-0.522443,-1.170138,48.074592,-0.960154,-3.508339,360.020399,360.038773,0.013817,-0.148212,0.442661,0.613254,83.015110
0.227083,3.150476,4.753960,228.124729,228.196007,-0.004924,0.211600,-0.523739,-1.172141,48.169721,-1.080208,-3.427945,358.918292,358.936287,0.012863,-0.147603,0.443089,0.614690,83.164823
0.227500,3.069934,4.955094,229.862110,229.936007,-0.003859,0.210193,-0.525013,-1.174192,48.265256,-0.880202,-3.467973,360.178515,360.196286,0.013709,-0.148305,0.443477,0.616158,83.314734
0.227917,2.909420,4.954839,228.127181,228.199531,-0.004580,0.212520,-0.526247,-1.176262,48.360429,-1.000004,-3.829619,359.077540,359.099354,0.012939,-0.148246,0.443880,0.617720,83.464546
0.228333,3.070314,5.035701,228.124733,228.200962,-0.002871,0.211046,-0.527515,-1.178366,48.455416,-0.920493,-3.709197,360.811340,360.831579,0.012956,-0.148013,0.444275,0.619251,83.614764
