abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
1.222500,2.221575,29.130708,211.174948,213.186285,0.007004,0.047758,-3.139326,-8.900971,261.632446,-0.042346,1.914916,462.965909,462.969871,0.011129,-0.127244,2.607230,6.037144,474.663386
1.222917,2.101333,28.930083,211.332087,213.313422,0.005930,0.047514,-3.140238,-8.913030,261.720534,-0.042346,1.794536,463.746253,463.749727,0.011468,-0.125709,2.607239,6.036382,474.856483
1.223333,2.503028,28.809427,211.963598,213.927126,0.005503,0.045838,-3.141261,-8.925059,261.808786,0.077582,1.874677,462.644779,462.648584,0.011983,-0.126849,2.607218,6.035595,475.049372
1.223750,2.623461,29.050993,211.648829,213.649408,0.005480,0.047414,-3.142313,-8.937125,261.896995,0.037669,2.035465,463.272221,463.276694,0.011970,-0.125983,2.607174,6.034764,475.242281
1.224167,2.141160,28.728821,211.646870,213.598519,0.006539,0.046969,-3.143258,-8.949115,261.985094,0.397893,1.954986,462.167303,462.171609,0.011602,-0.125437,2.607009,6.033947,475.434841
1.224583,2.422613,28.689027,210.385320,212.346208,0.004619,0.045689,-3.144242,-8.961091,262.072776,0.757675,1.914789,460.910149,460.914749,0.012885,-0.127925,2.606743,6.033140,475.626985
1.225000,2.342134,28.970640,209.439032,211.446191,0.005291,0.047407,-3.145221,-8.973112,262.160108,0.397704,1.995183,461.071352,461.075840,0.012133,-0.128009,2.606522,6.032329,475.818977
1.225417,2.302054,28.528196,209.437077,211.383648,0.005935,0.047516,-3.146183,-8.985046,262.247319,0.837753,1.794198,459.483922,459.488189,0.013136,-0.126742,2.606206,6.031542,476.010604
1.225833,2.302371,28.769633,208.649896,210.636587,0.006751,0.047897,-3.147134,-8.997003,262.334377,0.797903,2.155802,460.431032,460.436770,0.012969,-0.126764,2.605846,6.030691,476.202363
1.226250,2.181558,28.568755,209.597157,211.546452,0.006752,0.046149,-3.148057,-9.008915,262.421522,1.157812,1.834395,460.120823,460.125937,0.012792,-0.127773,2.605405,6.029899,476.393992
1.226667,2.261719,28.487766,207.857817,209.813108,0.005671,0.047356,-3.148999,-9.020779,262.508283,0.918082,1.914747,458.537615,458.542532,0.014021,-0.127736,2.604997,6.029104,476.585115
1.227083,2.342007,28.326809,208.332668,210.262678,0.006115,0.048083,-3.149978,-9.032601,262.595078,1.037947,1.954859,457.909849,457.915198,0.013883,-0.128395,2.604581,6.028295,476.775955
1.227500,2.462757,28.447845,208.649403,210.594203,0.006394,0.046919,-3.150990,-9.044441,262.681905,0.917831,1.914747,457.909033,457.913956,0.013896,-0.128150,2.604171,6.027511,476.966772
1.227917,2.382342,28.367366,207.383939,209.328644,0.006774,0.046159,-3.151994,-9.056266,262.768370,1.197976,1.673649,458.224149,458.228771,0.014288,-0.128517,2.603703,6.026772,477.157710
1.228333,2.462503,28.367748,206.911035,208.861124,0.006929,0.047599,-3.153023,-9.068066,262.854638,1.037947,2.035126,458.697843,458.703532,0.014508,-0.129026,2.603229,6.025963,477.348691
1.228750,2.583063,28.086135,207.226792,209.137387,0.007211,0.044397,-3.154099,-9.079777,262.940851,1.478122,1.834353,457.116143,457.122213,0.014799,-0.128239,2.602635,6.025201,477.539354
1.229167,2.703749,27.924922,205.649003,207.553906,0.006913,0.044779,-3.155217,-9.091432,263.026516,1.598050,1.593171,458.380624,458.386179,0.014455,-0.128582,2.601980,6.024501,477.730138
1.229583,2.703622,28.046087,203.754480,205.693415,0.006326,0.046251,-3.156332,-9.103098,263.111589,1.558200,1.874423,456.646979,456.653485,0.015023,-0.129461,2.601325,6.023748,477.920560
1.230000,2.543172,27.885001,204.385495,206.294623,0.007323,0.042902,-3.157431,-9.114714,263.196706,1.597987,1.753832,457.118385,457.124543,0.015367,-0.129673,2.600659,6.023015,478.110873
1.230417,2.944678,27.684250,204.383540,206.270988,0.007870,0.042952,-3.158644,-9.126266,263.281899,1.638088,1.673522,455.387019,455.393040,0.015350,-0.130516,2.599971,6.022295,478.300727
1.230833,3.145652,27.724553,204.858887,206.750355,0.006344,0.043116,-3.159941,-9.137804,263.367037,1.758205,1.914620,455.232640,455.240061,0.015703,-0.131679,2.599244,6.021520,478.490440
1.231250,3.145589,27.563723,202.174240,204.068804,0.007250,0.041814,-3.161254,-9.149292,263.451517,1.798370,1.834141,455.544489,455.551731,0.015397,-0.130371,2.598498,6.020761,478.680250
1.231667,3.185796,27.443193,202.961418,204.833140,0.007049,0.040322,-3.162571,-9.160710,263.535997,1.798055,1.673649,455.857972,455.864590,0.016113,-0.130746,2.597740,6.020038,478.870137
1.232083,3.065237,27.081485,202.486567,204.312535,0.009226,0.039686,-3.163867,-9.172016,263.620410,1.918172,1.874380,455.390771,455.398668,0.015315,-0.131267,2.596944,6.019302,479.059916
1.232500,3.225623,27.041308,202.643209,204.464929,0.007376,0.042124,-3.165203,-9.183286,263.704790,1.998060,1.432298,455.393059,455.399694,0.015451,-0.131942,2.596131,6.018666,479.249695
1.232917,3.265958,27.041562,202.013662,203.841684,0.008376,0.039517,-3.166575,-9.194534,263.788941,1.798244,1.552931,455.862355,455.868546,0.016113,-0.131939,2.595351,6.018019,479.439606
1.233333,3.466805,26.759695,201.065419,202.867944,0.006713,0.040880,-3.167997,-9.205720,263.872740,2.038162,1.673480,455.865457,455.873085,0.015214,-0.131711,2.594552,6.017327,479.629483
1.233750,3.346182,27.001259,200.431952,202.270196,0.007097,0.040394,-3.169419,-9.216959,263.956341,1.557948,1.713508,454.912495,454.918390,0.016175,-0.131019,2.593828,6.016619,479.819042
1.234167,3.627509,27.081865,201.062482,202.910591,0.007993,0.038595,-3.170911,-9.228221,264.040007,2.158090,1.673480,454.130179,454.138390,0.015916,-0.132332,2.592984,6.015919,480.008295
1.234583,3.627699,26.840428,200.116194,201.940733,0.006041,0.040503,-3.172423,-9.239416,264.123389,1.958147,1.673438,453.815194,453.822504,0.015661,-0.132420,2.592154,6.015211,480.197451
1.235000,3.627636,26.760204,199.167959,200.990408,0.006074,0.036832,-3.173937,-9.250552,264.206420,1.958147,1.834099,454.450502,454.458422,0.016072,-0.133714,2.591333,6.014474,480.386684
1.235417,3.667590,26.478847,198.853667,200.642372,0.005405,0.038077,-3.175468,-9.261618,264.289264,2.038225,1.593044,453.345737,453.353118,0.015448,-0.132914,2.590497,6.013799,480.575644
1.235833,3.748005,26.679598,198.378321,200.199417,0.005897,0.039507,-3.177002,-9.272715,264.371944,1.918298,1.512734,453.183871,453.190456,0.016124,-0.132586,2.589679,6.013169,480.764471
1.236250,3.426661,26.599629,198.216768,200.022922,0.007157,0.039279,-3.178452,-9.283787,264.454501,2.078201,1.432340,453.023622,453.030653,0.016770,-0.132744,2.588827,6.012567,480.953274
1.236667,3.426598,26.358573,197.587223,199.367065,0.005503,0.037794,-3.179907,-9.294784,264.536818,2.038225,1.432509,453.496206,453.503049,0.016536,-0.132244,2.587980,6.011950,481.142220
1.237083,3.828610,26.318143,196.797106,198.586011,0.006600,0.036549,-3.181464,-9.305747,264.618839,1.958210,1.713677,453.810489,453.817949,0.016536,-0.132182,2.587164,6.011261,481.331287
1.237500,3.667590,26.237281,196.321759,198.101184,0.005476,0.037506,-3.183009,-9.316676,264.700541,1.878070,1.633241,453.820787,453.827612,0.015665,-0.133391,2.586368,6.010564,481.520399
1.237917,3.748132,26.117136,194.426741,196.208845,0.004484,0.037907,-3.184556,-9.327561,264.781749,1.998186,1.794071,454.127730,454.135670,0.016226,-0.132103,2.585538,6.009844,481.709642
1.238333,3.627255,26.036530,195.373020,197.133647,0.004834,0.037744,-3.186068,-9.338413,264.862969,2.078264,1.553016,454.754511,454.761912,0.016775,-0.131652,2.584678,6.009161,481.899014
1.238750,3.507013,25.996736,193.636130,195.404914,0.004397,0.037238,-3.187543,-9.349239,264.943848,2.078138,1.834226,453.813578,453.822043,0.016375,-0.132683,2.583809,6.008441,482.088069
1.239167,3.587111,25.875826,194.740049,196.484382,0.005201,0.037908,-3.189021,-9.360029,265.024935,2.118240,1.472579,452.391619,452.398975,0.016350,-0.131958,2.582923,6.007783,482.276752
1.239583,3.426598,25.875955,195.057270,196.795948,0.005574,0.039546,-3.190476,-9.370811,265.106055,2.198254,1.753747,453.653513,453.662229,0.016439,-0.132113,2.582019,6.007055,482.465752
1.240000,3.667462,25.875955,193.163233,194.923190,0.004536,0.037647,-3.191957,-9.381604,265.186649,2.118240,1.994887,454.595894,454.605206,0.016560,-0.131383,2.581125,6.006232,482.655113
1.240417,3.225623,26.036656,192.846014,194.622448,0.002598,0.038818,-3.193351,-9.392427,265.267024,2.198443,2.115351,454.751583,454.761817,0.016618,-0.130988,2.580203,6.005385,482.844472
1.240833,3.506759,25.835778,192.845519,194.600049,0.003898,0.038295,-3.194799,-9.403195,265.347299,2.358221,1.753789,453.178179,453.187709,0.016365,-0.131400,2.579249,6.004615,483.033537
1.241250,3.587047,25.675457,191.740617,193.485297,0.003725,0.040001,-3.196274,-9.413901,265.427268,2.118114,1.954563,455.065398,455.074525,0.016904,-0.130640,2.578355,6.003800,483.223017
1.241667,3.386263,25.634771,191.739644,193.475320,0.003435,0.038284,-3.197698,-9.424591,265.507105,2.038162,2.155506,455.066860,455.076530,0.016478,-0.130662,2.577478,6.002930,483.412726
1.242083,3.386073,25.715122,190.951483,192.704960,0.001888,0.036977,-3.199109,-9.435308,265.586690,2.358032,1.954605,456.482149,456.492424,0.016462,-0.129633,2.576534,6.002082,483.602796
1.242500,3.386326,25.836541,190.476622,192.250715,0.002412,0.040226,-3.200512,-9.446048,265.665934,2.118051,2.235815,456.009273,456.019673,0.016867,-0.129922,2.575638,6.001153,483.792833
1.242917,3.265831,25.594851,188.264879,190.024806,0.000715,0.037835,-3.201873,-9.456752,265.744630,2.078075,2.476955,456.011212,456.022674,0.016293,-0.129948,2.574761,6.000144,483.982925
1.243333,3.144954,25.916512,189.686020,191.474130,0.000569,0.036590,-3.203197,-9.467525,265.823578,2.198191,2.396603,457.278321,457.289885,0.016087,-0.131029,2.573856,5.999142,484.173347
1.243750,3.225369,25.876591,189.845607,191.628170,0.000719,0.039189,-3.204521,-9.478304,265.902516,2.157964,2.356533,456.953608,456.964780,0.016249,-0.128944,2.572960,5.998149,484.363822
1.244167,3.024521,25.795857,187.633362,189.422418,0.000430,0.039674,-3.205798,-9.489075,265.980817,2.078075,2.477124,457.741617,457.753036,0.016735,-0.129340,2.572088,5.997117,484.554405
1.244583,3.064665,26.037930,187.159977,188.987362,-0.000464,0.037643,-3.207070,-9.499891,266.058910,2.078012,2.597631,456.484444,456.496565,0.016347,-0.129950,2.571217,5.996029,484.744859
1.245000,3.024521,25.795984,188.265366,190.048490,-0.002036,0.038373,-3.208338,-9.510675,266.137069,2.158215,2.798489,458.848151,458.861761,0.015890,-0.128949,2.570334,5.994869,484.935881
1.245417,3.104746,26.077598,185.266924,187.118983,-0.000839,0.039210,-3.209612,-9.521510,266.214461,1.997872,2.919207,458.845717,458.859353,0.016052,-0.128483,2.569485,5.993672,485.126979
1.245833,2.903835,25.916894,185.108310,186.936363,-0.001677,0.036605,-3.210836,-9.532312,266.291556,2.078075,2.758376,457.585287,457.598319,0.016234,-0.129056,2.568633,5.992500,485.317891
1.246250,2.903835,25.796238,184.474843,186.292367,-0.003121,0.037966,-3.212032,-9.543063,266.368465,1.958085,2.919122,459.943141,459.956573,0.016521,-0.127340,2.567803,5.991295,485.509382
1.246667,2.702861,25.715887,184.475826,186.279207,-0.001987,0.038585,-3.213192,-9.553795,266.445209,2.038036,2.919207,460.104515,460.118289,0.016147,-0.127895,2.566968,5.990070,485.701092
1.247083,2.984060,25.876844,182.736484,184.583689,-0.002266,0.038000,-3.214407,-9.564538,266.521404,1.917857,3.039544,460.262784,460.276816,0.016085,-0.128221,2.566177,5.988801,485.892835
1.247500,2.863691,25.474577,181.790691,183.589243,-0.003703,0.038316,-3.215595,-9.575186,266.597293,1.677750,3.200417,459.949318,459.963512,0.015977,-0.128329,2.565437,5.987487,486.084634
1.247917,2.662907,25.555183,182.894603,184.690536,-0.001628,0.037151,-3.216727,-9.585828,266.673433,2.037910,3.079868,461.836560,461.851325,0.016010,-0.126844,2.564618,5.986179,486.276924
1.248333,2.783340,25.555183,183.051253,184.847439,-0.002931,0.038631,-3.217870,-9.596493,266.749496,1.957959,3.321008,461.681022,461.697118,0.015239,-0.126791,2.563799,5.984823,486.469301
1.248750,2.662462,25.796749,180.210932,182.067408,-0.003680,0.041626,-3.218990,-9.607194,266.824814,1.917920,3.160262,461.675324,461.690124,0.016389,-0.126536,2.562989,5.983487,486.661655
1.249167,2.702797,25.353923,180.683832,182.474036,-0.003497,0.039503,-3.220108,-9.617808,266.899957,2.037785,3.280853,461.520142,461.536302,0.016166,-0.126950,2.562157,5.982117,486.854010
1.249583,2.622255,25.635663,179.104567,180.948913,-0.003501,0.036067,-3.221215,-9.628459,266.974737,1.917857,3.441599,462.151174,462.167968,0.015870,-0.126560,2.561327,5.980691,487.046660
1.250000,2.742687,25.475215,179.734608,181.551751,-0.002787,0.037830,-3.222358,-9.639099,267.049484,2.237790,3.481711,464.040357,464.058814,0.016050,-0.125818,2.560414,5.979235,487.239726
1.250417,2.863564,25.676220,178.315918,180.177787,-0.004144,0.035906,-3.223540,-9.649764,267.123782,2.277892,3.602218,461.833957,461.853623,0.016412,-0.126665,2.559476,5.977740,487.432442
1.250833,2.823166,25.394862,176.892823,178.728678,-0.005105,0.039092,-3.224716,-9.660370,267.197630,2.157901,3.642330,463.725911,463.745236,0.015784,-0.125684,2.558569,5.976228,487.625562
1.251250,2.783149,25.475469,177.523840,179.364041,-0.005449,0.038930,-3.225870,-9.670974,267.271555,2.157838,3.602218,464.196855,464.215847,0.016269,-0.125906,2.557664,5.974710,487.819022
1.251667,2.662526,25.394989,177.522861,179.349827,-0.003543,0.035836,-3.226982,-9.681552,267.345479,2.237727,3.803160,465.303535,465.324458,0.015439,-0.125750,2.556737,5.973148,488.012733
1.252083,2.582365,25.274335,176.889388,178.704550,-0.005782,0.037256,-3.228061,-9.692117,267.419216,2.237790,3.682696,464.036274,464.056282,0.015911,-0.124888,2.555805,5.971582,488.206214
1.252500,2.542094,25.636937,176.731754,178.599630,-0.006338,0.036246,-3.229115,-9.702768,267.492799,2.237790,4.004188,464.669110,464.691750,0.016454,-0.125709,2.554867,5.969939,488.399771
1.252917,2.421661,25.555948,175.782046,177.646556,-0.007466,0.034582,-3.230149,-9.713419,267.566041,2.317993,3.963864,464.508397,464.531093,0.016380,-0.124916,2.553901,5.968279,488.593261
1.253333,2.662717,25.516027,174.835762,176.707955,-0.006438,0.032250,-3.231239,-9.724051,267.638868,2.397882,4.044216,463.566502,463.590344,0.015976,-0.125416,2.552910,5.966602,488.786501
1.253750,2.622382,25.476360,173.573725,175.453013,-0.006093,0.034405,-3.232342,-9.734669,267.711354,2.357906,4.003976,463.874763,463.898036,0.016969,-0.124852,2.551911,5.964906,488.979783
1.254167,2.742815,25.476107,174.677149,176.546485,-0.006658,0.033241,-3.233471,-9.745298,267.784049,2.557912,4.365495,464.194090,464.221664,0.016081,-0.125044,2.550848,5.963129,489.173295
1.254583,2.662653,25.677366,174.518049,176.417024,-0.006070,0.032260,-3.234586,-9.755974,267.856655,2.717940,4.124610,465.928553,465.954736,0.016072,-0.124911,2.549732,5.961385,489.367202
1.255000,2.662589,25.556839,172.778704,174.678911,-0.006323,0.032941,-3.235693,-9.766648,267.928833,2.637926,4.245116,464.350120,464.377017,0.016705,-0.125109,2.548625,5.959622,489.560791
1.255417,2.622445,25.798403,173.724991,175.649672,-0.007799,0.028240,-3.236783,-9.777367,268.001153,2.677965,4.285398,464.342942,464.370438,0.017130,-0.123927,2.547520,5.957839,489.754235
1.255833,2.542221,25.597396,173.726946,175.621016,-0.009304,0.030848,-3.237873,-9.788046,268.073418,2.558037,4.285186,463.873947,463.900792,0.017090,-0.124883,2.546440,5.956051,489.947560
1.256250,2.903835,25.597651,171.988585,173.907290,-0.006230,0.030830,-3.239013,-9.798706,268.145321,2.637989,4.325468,464.038264,464.065921,0.016859,-0.126152,2.545347,5.954249,490.140897
1.256667,2.260831,25.517172,173.724009,175.602587,-0.007306,0.025143,-3.240022,-9.809347,268.217487,2.638052,4.365665,464.034690,464.062724,0.017002,-0.125445,2.544231,5.952424,490.334278
1.257083,2.582428,25.557731,172.301399,174.205737,-0.007273,0.026941,-3.241090,-9.819985,268.289400,2.878096,4.486298,464.505318,464.535898,0.016743,-0.124503,2.543059,5.950574,490.527712
1.257500,2.783340,25.437330,172.616173,174.502573,-0.006166,0.025645,-3.242227,-9.830609,268.361301,2.718129,4.325510,463.402179,463.430338,0.017018,-0.125133,2.541907,5.948755,490.720884
1.257917,2.662780,25.678895,172.614700,174.534612,-0.005746,0.025571,-3.243359,-9.841280,268.433224,2.838183,4.405904,463.561305,463.590930,0.016925,-0.125221,2.540717,5.946934,490.913958
1.258333,2.863564,25.518064,172.615683,174.515173,-0.006956,0.022421,-3.244532,-9.851921,268.505092,3.078101,4.285313,462.615644,462.645731,0.017363,-0.125936,2.539448,5.945126,491.106835
1.258750,2.783466,25.477633,171.826540,173.727423,-0.005226,0.021567,-3.245715,-9.862545,268.576785,3.118266,4.486171,463.399422,463.431627,0.016973,-0.124438,2.538146,5.943273,491.299842
1.259167,3.024331,25.558495,172.455109,174.364984,-0.006049,0.021466,-3.246947,-9.873164,268.648598,3.198280,4.445889,463.092156,463.124540,0.016972,-0.126186,2.536813,5.941410,491.492818
1.259583,2.863691,25.196275,172.453636,174.308088,-0.004074,0.017726,-3.248159,-9.883716,268.720541,3.278106,4.566523,463.091987,463.126104,0.017392,-0.126675,2.535456,5.939518,491.685729
1.260000,2.984187,25.599180,173.719595,175.620959,-0.003700,0.018111,-3.249400,-9.894348,268.792815,3.237942,4.526368,462.454446,462.487932,0.017279,-0.124935,2.534095,5.937624,491.878463
1.260417,3.064475,25.519083,173.401396,175.295917,-0.004877,0.017534,-3.250683,-9.904992,268.865197,3.358373,4.606762,462.459346,462.494484,0.017263,-0.125900,2.532691,5.935729,492.071132
1.260833,3.225178,25.599180,174.981636,176.873663,-0.003739,0.011665,-3.252010,-9.915653,268.937876,3.558567,4.325595,462.137870,462.171813,0.018257,-0.125713,2.531227,5.933910,492.263581
1.261250,3.144827,25.599562,173.244741,175.154126,-0.003947,0.015291,-3.253340,-9.926308,269.010127,3.478300,4.285398,460.249018,460.282111,0.017912,-0.126220,2.529731,5.932091,492.455537
1.261667,3.345675,25.438349,172.454622,174.352803,-0.003062,0.013164,-3.254725,-9.936916,269.082049,4.078253,4.727269,461.037680,461.079952,0.017741,-0.126175,2.528087,5.930172,492.647658
1.262083,3.426153,25.398301,172.614208,174.506381,-0.003657,0.010924,-3.256144,-9.947496,269.153949,3.878311,4.446101,462.139518,462.177177,0.017934,-0.125727,2.526457,5.928314,492.840074
1.262500,3.385946,25.317439,172.455109,174.336462,-0.002303,0.011276,-3.257552,-9.958056,269.225871,3.878374,4.245285,461.195959,461.231804,0.018404,-0.127151,2.524830,5.926522,493.032260
1.262917,3.305657,25.398301,173.242287,175.125358,-0.003609,0.011523,-3.258949,-9.968644,269.297957,4.038340,4.365707,460.562672,460.601066,0.018697,-0.126623,2.523142,5.924709,493.224260
1.263333,3.506441,25.559132,172.612253,174.529523,-0.004064,0.008956,-3.260385,-9.979277,269.370010,4.278636,4.405904,461.348376,461.389253,0.018568,-0.126053,2.521370,5.922868,493.416521
1.263750,3.345675,25.479034,173.873796,175.762544,-0.003224,0.009549,-3.261793,-9.989913,269.442370,4.358462,4.526326,462.607683,462.650356,0.018934,-0.125728,2.519576,5.921007,493.609078
1.264167,3.386009,25.680168,173.875757,175.794525,-0.003615,0.006312,-3.263207,-10.000594,269.514720,4.118292,4.285313,461.037351,461.075659,0.018598,-0.127081,2.517838,5.919185,493.801198
1.264583,3.466234,25.599180,172.454130,174.378209,-0.003091,0.004785,-3.264640,-10.011263,269.586663,4.198495,4.566523,459.774318,459.816163,0.019217,-0.127458,2.516069,5.917302,493.992815
1.265000,3.386009,25.559386,172.297474,174.215863,-0.003261,0.004481,-3.266056,-10.021921,269.658487,4.558404,4.566565,459.143455,459.188790,0.019060,-0.127391,2.514203,5.915407,494.184223
1.265417,3.386009,25.639865,172.615191,174.541891,-0.004024,0.005090,-3.267453,-10.032601,269.730388,4.438476,4.446059,459.931788,459.974692,0.019687,-0.127999,2.512340,5.913549,494.375883
1.265833,3.185035,25.679914,172.612249,174.541087,-0.001656,0.002512,-3.268808,-10.043304,269.802310,4.518428,4.405946,461.026439,461.069632,0.020132,-0.126139,2.510449,5.911694,494.567770
1.266250,3.386073,25.760393,172.613718,174.558182,-0.003636,0.001212,-3.270216,-10.054018,269.874166,4.718560,4.646917,459.138898,459.186657,0.020048,-0.127163,2.508480,5.909788,494.759220
1.266667,3.546839,25.558749,171.666952,173.595427,-0.002934,0.002565,-3.271675,-10.064687,269.945837,4.958603,4.446059,459.296521,459.344805,0.020521,-0.127934,2.506425,5.907922,494.950637
1.267083,3.426153,25.639738,172.771837,174.697574,-0.003837,0.001567,-3.273077,-10.075376,270.017715,5.038555,4.445974,460.082273,460.131341,0.020402,-0.126881,2.504365,5.906044,495.142218
1.267500,2.943916,25.800442,172.297968,174.243850,-0.005046,-0.002001,-3.274357,-10.086129,270.089506,4.558719,4.807620,459.137428,459.185227,0.020932,-0.127900,2.502402,5.904083,495.333591
1.267917,3.225052,26.001702,171.826054,173.812204,-0.002249,-0.003683,-3.275681,-10.096932,270.161144,4.998768,4.566481,459.137081,459.186999,0.021028,-0.128111,2.500349,5.902169,495.524908
1.268333,3.225115,25.760011,171.984171,173.932558,-0.005142,-0.000065,-3.277016,-10.107710,270.232771,4.998831,4.486087,459.288867,459.337976,0.021668,-0.127220,2.498239,5.900275,495.716323
1.268750,3.104619,26.162661,171.667439,173.677382,-0.004340,-0.003408,-3.278332,-10.118575,270.304332,5.398589,4.767212,460.080772,460.137140,0.021514,-0.128112,2.496042,5.898313,495.908067
1.269167,3.305531,26.041496,171.827520,173.821123,-0.004588,-0.004332,-3.279690,-10.129459,270.375927,5.038807,4.686987,461.499642,461.550947,0.021560,-0.128070,2.493870,5.896358,496.100205
1.269583,3.225052,26.403716,171.984665,174.029544,-0.005138,-0.004758,-3.281023,-10.140436,270.447620,5.718648,4.646790,460.711773,460.770695,0.021882,-0.128878,2.491551,5.894416,496.292179
1.270000,2.984314,26.403716,172.617638,174.650826,-0.004279,-0.004102,-3.282291,-10.151454,270.519533,5.478730,4.687029,460.076205,460.132698,0.022226,-0.127863,2.489246,5.892458,496.483965
1.270417,3.104873,26.645408,173.088579,175.155001,-0.004495,-0.004482,-3.283563,-10.162511,270.591643,5.558808,4.807536,460.708354,460.766970,0.022474,-0.128658,2.486927,5.890477,496.675730
1.270833,2.903835,26.242503,173.408257,175.406741,-0.004809,-0.004352,-3.284789,-10.173490,270.663940,5.678735,4.606551,458.503919,458.562222,0.022715,-0.129729,2.484567,5.888552,496.866992
1.271250,2.943853,26.483686,174.354042,176.378524,-0.004793,-0.005668,-3.286013,-10.184503,270.736423,5.718711,4.486002,459.447931,459.505418,0.022519,-0.128971,2.482167,5.886652,497.058418
1.271667,2.943916,26.403461,172.932415,174.961223,-0.005020,-0.009844,-3.287262,-10.195510,270.808566,5.998857,4.807451,460.236239,460.300439,0.022811,-0.129623,2.479679,5.884671,497.250085
1.272083,3.265386,26.403461,172.776747,174.813071,-0.004545,-0.011453,-3.288578,-10.206531,270.880655,6.118974,4.807409,459.608481,459.674351,0.022395,-0.129801,2.477152,5.882688,497.441643
1.272500,2.943916,26.685073,174.039759,176.098261,-0.005941,-0.010180,-3.289824,-10.217627,270.953018,5.918842,4.526199,459.763833,459.824207,0.023057,-0.129846,2.474672,5.880777,497.633211
1.272917,2.903708,26.644771,173.094948,175.157747,-0.005576,-0.012140,-3.291048,-10.228735,271.025338,5.918842,4.606720,459.924739,459.985891,0.023407,-0.130890,2.472180,5.878849,497.824792
1.273333,3.064348,26.685202,174.988003,177.037542,-0.005940,-0.014546,-3.292319,-10.239848,271.098118,6.278751,4.807366,459.293707,459.361778,0.023543,-0.131091,2.469600,5.876865,498.016273
1.273750,3.144827,26.644517,174.988499,177.033316,-0.004069,-0.014539,-3.293593,-10.250972,271.171019,6.118910,4.727015,460.236410,460.301356,0.023228,-0.130094,2.467031,5.874901,498.208060
1.274167,2.702734,26.926256,174.830372,176.912371,-0.004888,-0.016846,-3.294764,-10.262147,271.244008,6.238901,4.566438,461.494545,461.559304,0.023007,-0.129007,2.464448,5.872973,498.400241
1.274583,2.903645,26.563782,176.725876,178.734722,-0.005267,-0.019684,-3.295968,-10.273246,271.317523,6.118785,4.767296,461.187109,461.252334,0.022603,-0.130314,2.461896,5.871018,498.592358
1.275000,3.024141,26.644388,176.881544,178.902626,-0.005110,-0.019379,-3.297223,-10.284334,271.391081,6.038896,4.526199,460.234269,460.296141,0.023669,-0.130071,2.459380,5.869095,498.784265
1.275417,3.064412,26.523352,174.988985,177.014191,-0.005937,-0.018287,-3.298500,-10.295422,271.464267,5.958944,4.807451,461.342800,461.406328,0.023401,-0.130633,2.456892,5.867131,498.976501
1.275833,3.104302,26.925619,177.040167,179.102893,-0.004565,-0.022254,-3.299785,-10.306621,271.537891,5.958818,4.526199,462.597969,462.658486,0.023484,-0.129530,2.454406,5.865218,499.169098
1.276250,3.023950,27.046657,177.040167,179.119755,-0.005289,-0.023536,-3.301050,-10.317860,271.611647,5.998857,4.646790,461.655264,461.717622,0.023241,-0.130046,2.451881,5.863281,499.361607
1.276667,3.024077,26.724614,176.884003,178.917021,-0.005855,-0.025023,-3.302313,-10.329029,271.685480,6.398930,4.767254,462.916672,462.985441,0.022559,-0.129233,2.449260,5.861295,499.554336
1.277083,3.064158,26.885445,178.617954,180.655998,-0.004138,-0.025759,-3.303568,-10.340214,271.759861,6.159075,4.887761,461.975739,462.042647,0.022204,-0.130222,2.446679,5.859292,499.746946
1.277500,2.782895,26.804709,179.726282,181.735449,-0.005321,-0.027726,-3.304761,-10.351402,271.834582,6.118848,4.526284,462.760829,462.823414,0.022812,-0.129845,2.444133,5.857375,499.939763
1.277917,2.983742,27.005845,178.462280,180.518708,-0.003932,-0.026746,-3.306004,-10.362627,271.909084,6.038833,4.606635,463.544616,463.606838,0.023138,-0.129042,2.441605,5.855450,500.132787
1.278333,3.184844,26.804329,179.253872,181.274835,-0.006007,-0.026873,-3.307292,-10.373837,271.983685,6.119036,4.767381,462.600264,462.665295,0.023321,-0.129797,2.439050,5.853495,500.325668
1.278750,2.823039,27.206470,178.778526,180.858848,-0.003135,-0.027996,-3.308507,-10.385142,272.058341,6.279066,4.486087,463.546887,463.611118,0.022541,-0.129027,2.436442,5.851606,500.518757
1.279167,3.024077,27.166293,180.674032,182.730015,-0.004996,-0.027074,-3.309756,-10.396473,272.133490,6.319168,4.486002,463.700128,463.764881,0.022743,-0.128152,2.433815,5.849709,500.711999
1.279583,3.064095,27.287076,180.673544,182.748195,-0.005739,-0.028942,-3.311024,-10.407840,272.208847,6.279066,4.887888,464.335866,464.404042,0.022573,-0.129211,2.431201,5.847711,500.905450
1.280000,2.983806,27.367300,181.777950,183.850742,-0.004037,-0.032137,-3.312256,-10.419218,272.284545,6.198925,4.727184,464.640883,464.706276,0.022995,-0.127209,2.428621,5.845739,501.098898
1.280417,2.742624,27.085814,182.252802,184.274923,-0.006325,-0.029845,-3.313427,-10.430545,272.360439,6.078872,4.606720,462.759041,462.821893,0.022675,-0.129377,2.426088,5.843803,501.291932
