abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
1.466250,1.622751,1.357514,184.850163,184.862271,0.032022,0.155212,-2.534977,-1.281452,291.765154,-0.934384,-2.964057,384.133789,384.146361,0.022270,-0.101970,2.038961,2.506531,604.513913
1.466667,1.823599,1.559030,185.484122,185.499638,0.032927,0.157005,-2.535729,-1.282082,291.842318,-0.854055,-3.245351,384.288979,384.303631,0.022508,-0.101461,2.039325,2.507849,604.674056
1.467083,1.903951,1.478169,184.377264,184.393019,0.033281,0.158869,-2.536522,-1.282715,291.919230,-0.894157,-3.044494,384.762047,384.775131,0.022227,-0.101221,2.039687,2.509149,604.834286
1.467500,1.984239,1.639127,184.533427,184.551374,0.034489,0.157788,-2.537337,-1.283367,291.996196,-0.774229,-3.285506,383.977768,383.992604,0.022172,-0.102398,2.040029,2.510501,604.994407
1.467917,1.904078,1.357133,185.799387,185.814099,0.032492,0.156201,-2.538131,-1.283963,292.073513,-0.934447,-3.285506,385.074059,385.089208,0.022558,-0.100535,2.040399,2.511878,605.154757
1.468333,1.823599,1.518218,185.640772,185.655936,0.033078,0.155991,-2.538899,-1.284551,292.150820,-0.814142,-3.406013,384.762032,384.777968,0.022389,-0.101458,2.040738,2.513300,605.315052
1.468750,1.863743,1.035598,184.850162,184.862458,0.033386,0.158886,-2.539670,-1.285055,292.227962,-0.694088,-3.566632,384.131012,384.148197,0.022237,-0.101029,2.041027,2.514767,605.475162
1.469167,1.823536,1.598824,185.798396,185.814223,0.032515,0.156135,-2.540435,-1.285657,292.305213,-0.574287,-3.446168,384.286873,384.302754,0.022814,-0.101148,2.041292,2.516202,605.635303
1.469583,1.863680,1.236732,184.377753,184.391319,0.032577,0.154743,-2.541190,-1.286214,292.382300,-0.814268,-3.325661,384.758957,384.774191,0.023076,-0.101184,2.041611,2.517608,605.795576
1.470000,1.582607,1.478169,186.747142,186.759698,0.032417,0.155375,-2.541877,-1.286816,292.459793,-0.774292,-3.486364,384.604881,384.621462,0.022136,-0.101344,2.041942,2.519052,605.955893
1.470417,1.702913,1.518218,184.534897,184.548999,0.033131,0.157225,-2.542598,-1.287438,292.536859,-0.854181,-3.526519,385.392097,385.409178,0.022528,-0.101279,2.042279,2.520516,606.116353
1.470833,1.984112,1.397690,184.852611,184.868542,0.034429,0.157583,-2.543377,-1.288034,292.613826,-0.654238,-3.486195,384.450676,384.467039,0.022213,-0.102389,2.042582,2.521985,606.276650
1.471250,1.582480,1.478169,184.378736,184.391451,0.033732,0.157668,-2.544100,-1.288650,292.690771,-0.894220,-3.687138,385.080063,385.098753,0.022554,-0.102481,2.042924,2.523488,606.437002
1.471667,2.104862,1.558776,185.642242,185.660719,0.033715,0.154190,-2.544924,-1.289294,292.767979,-0.694277,-3.405928,384.291267,384.306987,0.022485,-0.102014,2.043224,2.524921,606.597145
1.472083,1.863806,1.558776,184.853100,184.869067,0.032671,0.155151,-2.545693,-1.289949,292.845111,-0.654301,-3.325619,383.813622,383.828587,0.022942,-0.101428,2.043508,2.526309,606.757199
1.472500,1.502192,1.639000,185.642241,185.655554,0.033525,0.155955,-2.546363,-1.290601,292.922407,-0.774229,-3.285380,385.238678,385.253465,0.021926,-0.102066,2.043831,2.527681,606.917551
1.472917,1.783455,1.277672,185.641262,185.654225,0.033450,0.152485,-2.547081,-1.291156,292.999703,-0.894282,-3.285464,384.292885,384.307969,0.022513,-0.102602,2.044162,2.529059,607.077760
1.473333,1.702913,1.236605,184.853098,184.865078,0.035226,0.157028,-2.547805,-1.291688,293.076769,-0.414006,-3.405886,384.606369,384.621672,0.022085,-0.101643,2.044390,2.530475,607.237991
1.473750,1.823472,1.437994,184.693999,184.708598,0.032532,0.154421,-2.548548,-1.292270,293.153779,-0.734379,-3.486322,384.604233,384.620735,0.022818,-0.101917,2.044674,2.531925,607.398221
1.474167,1.703040,1.397945,185.326979,185.340076,0.032454,0.154501,-2.549274,-1.292869,293.230944,-0.734442,-3.526561,384.291397,384.308280,0.022493,-0.102281,2.044957,2.533383,607.558484
1.474583,1.823662,1.598952,185.166896,185.182779,0.033344,0.154278,-2.550014,-1.293519,293.308163,-0.414131,-3.405886,386.023270,386.038517,0.022089,-0.101131,2.045180,2.534810,607.719141
1.475000,1.663022,1.559030,185.957994,185.971965,0.032354,0.155715,-2.550724,-1.294166,293.385514,-0.814205,-3.405844,385.076340,385.092262,0.022713,-0.101377,2.045489,2.536221,607.879547
1.475417,1.743247,1.478297,184.854575,184.868705,0.032346,0.155173,-2.551456,-1.294779,293.462668,-0.774229,-3.285506,383.507484,383.522339,0.022111,-0.102955,2.045794,2.537610,608.039548
1.475833,1.903951,1.357642,185.641260,185.655987,0.034126,0.157223,-2.552224,-1.295361,293.539876,-0.494209,-3.446168,384.918869,384.934613,0.022250,-0.100983,2.046034,2.539040,608.199844
1.476250,1.702849,1.478042,184.379230,184.393017,0.034058,0.157667,-2.552934,-1.295966,293.616832,-0.694277,-3.526392,385.077629,385.094401,0.022526,-0.101646,2.046309,2.540501,608.360315
1.476667,1.502128,1.437994,185.013676,185.025362,0.032209,0.152961,-2.553599,-1.296574,293.693822,-0.694214,-3.486492,385.553291,385.569680,0.021726,-0.101670,2.046604,2.541956,608.520864
1.477083,1.863743,1.518855,184.221105,184.236793,0.033502,0.157492,-2.554353,-1.297198,293.770636,-0.774292,-3.486322,384.611099,384.627679,0.021788,-0.102494,2.046907,2.543412,608.681151
1.477500,1.903824,1.478552,184.219634,184.235404,0.034212,0.155703,-2.555121,-1.297825,293.847471,-0.574287,-3.526519,384.131180,384.147796,0.022910,-0.101894,2.047183,2.544890,608.841305
1.477917,1.582544,1.598952,185.328447,185.342101,0.031773,0.153849,-2.555803,-1.298472,293.924516,-0.894408,-3.687180,385.083817,385.102507,0.021693,-0.102483,2.047511,2.546412,609.001712
1.478333,1.582607,1.437994,183.906813,183.919244,0.033277,0.158386,-2.556473,-1.299088,294.001319,-0.574161,-3.647026,385.395348,385.413031,0.022319,-0.102119,2.047769,2.547932,609.162239
1.478750,1.743247,1.518218,185.010731,185.025172,0.032856,0.155328,-2.557186,-1.299706,294.078451,-0.534311,-3.607040,384.924232,384.941503,0.022426,-0.102680,2.047989,2.549437,609.322689
1.479167,1.703230,1.397945,186.747143,186.760142,0.032029,0.154806,-2.557901,-1.300306,294.155966,-0.454107,-3.606829,385.389153,385.406298,0.022989,-0.100982,2.048176,2.550957,609.483225
1.479583,1.743057,1.518345,184.224047,184.238549,0.032455,0.158092,-2.558619,-1.300933,294.232978,-0.334117,-3.847841,385.236084,385.255445,0.022554,-0.101990,2.048354,2.552521,609.643806
1.480000,1.662895,1.559158,185.327464,185.341483,0.033539,0.154453,-2.559320,-1.301577,294.310143,-0.774103,-3.526519,386.028954,386.045837,0.021796,-0.102540,2.048646,2.554032,609.804520
1.480417,1.703230,1.518345,185.643721,185.657743,0.032754,0.156584,-2.560030,-1.302207,294.387385,-0.774229,-3.807644,384.925209,384.944820,0.021942,-0.102366,2.048966,2.555597,609.965047
1.480833,1.743184,1.438376,184.379231,184.393082,0.033687,0.157080,-2.560753,-1.302806,294.464287,-0.734442,-3.767575,385.863205,385.882297,0.023255,-0.101552,2.049272,2.557177,610.125715
1.481250,1.743311,1.357642,184.222086,184.235337,0.032096,0.157540,-2.561474,-1.303383,294.541133,-0.694340,-3.887954,385.238686,385.258930,0.022773,-0.102844,2.049547,2.558767,610.286176
1.481667,1.662832,1.438121,185.326489,185.339529,0.034611,0.156274,-2.562170,-1.303976,294.618331,-0.454422,-3.566674,383.819832,383.836672,0.022566,-0.102547,2.049767,2.560275,610.446308
1.482083,1.622815,1.437739,186.115625,186.128253,0.032516,0.155913,-2.562868,-1.304581,294.695748,-0.654490,-3.566801,385.394188,385.411249,0.022503,-0.102129,2.050012,2.561781,610.606671
1.482500,1.903887,1.518600,185.011715,185.027743,0.031021,0.153540,-2.563634,-1.305217,294.772825,-0.454233,-3.847968,383.819832,383.839389,0.022393,-0.102223,2.050226,2.563354,610.766814
1.482917,1.783455,1.639127,183.748207,183.764172,0.031989,0.155161,-2.564388,-1.305897,294.849584,-0.614200,-3.687265,385.396965,385.415093,0.022325,-0.102685,2.050465,2.564904,610.927265
1.483333,1.823599,1.720116,185.327959,185.344913,0.032418,0.156795,-2.565148,-1.306597,294.926650,-0.534437,-3.727335,385.075691,385.094101,0.022332,-0.100762,2.050696,2.566451,611.087746
1.483750,1.863680,1.558776,184.695477,184.711457,0.033955,0.156177,-2.565930,-1.307255,295.003585,-0.574224,-3.687138,385.238686,385.256758,0.022757,-0.102871,2.050927,2.567988,611.248174
1.484167,1.984429,1.518600,183.746738,183.763729,0.032654,0.155796,-2.566718,-1.307873,295.080365,-0.494461,-3.646983,384.131500,384.149130,0.022898,-0.101879,2.051139,2.569510,611.408383
1.484583,1.542336,1.277290,185.958000,185.968783,0.034172,0.154006,-2.567413,-1.308442,295.157650,-0.494209,-3.647068,385.237717,385.255297,0.022058,-0.101733,2.051342,2.571038,611.568800
1.485000,1.863933,1.559030,185.325510,185.341440,0.033125,0.155052,-2.568170,-1.309066,295.234891,-0.454359,-3.767532,384.921471,384.940176,0.022761,-0.102370,2.051540,2.572611,611.729151
1.485417,1.904078,1.478297,185.011714,185.027417,0.034603,0.155931,-2.568944,-1.309682,295.312034,-0.534185,-3.928236,384.131180,384.151636,0.022905,-0.101840,2.051746,2.574225,611.889348
1.485833,1.662959,1.397945,185.485594,185.498316,0.033692,0.151685,-2.569676,-1.310279,295.389232,-0.374344,-3.767490,385.392906,385.411502,0.022636,-0.101817,2.051932,2.575786,612.049720
1.486250,1.984239,1.518473,184.695964,184.712864,0.033921,0.156787,-2.570467,-1.310892,295.466310,-0.654364,-3.486280,383.659904,383.676302,0.022518,-0.101881,2.052180,2.577267,612.209798
1.486667,1.783328,1.357642,185.643226,185.656755,0.033090,0.155438,-2.571238,-1.311486,295.543573,-0.574287,-3.606786,385.085449,385.102768,0.022163,-0.103354,2.052439,2.578775,612.370031
1.487083,1.984366,1.599206,185.326979,185.344501,0.033806,0.155634,-2.572045,-1.312124,295.620847,-0.774292,-3.807729,383.348526,383.368218,0.022726,-0.103356,2.052733,2.580356,612.529967
1.487500,1.903951,1.437994,185.798406,185.813725,0.032495,0.153800,-2.572852,-1.312734,295.698220,-0.574413,-3.928109,384.603760,384.624248,0.022795,-0.101573,2.052981,2.581976,612.690241
1.487917,2.024320,1.438248,185.641268,185.657875,0.034454,0.153032,-2.573659,-1.313348,295.775406,-0.494209,-3.807771,386.182068,386.201156,0.022687,-0.101753,2.053195,2.583571,612.850975
1.488333,1.622751,1.639382,183.113757,183.128285,0.035040,0.158105,-2.574383,-1.314011,295.851945,-0.534374,-3.807771,385.237076,385.256264,0.022578,-0.101998,2.053410,2.585152,613.011600
1.488750,1.903951,1.558776,184.065921,184.082367,0.033340,0.155513,-2.575148,-1.314680,295.928759,-0.454422,-3.727377,385.866791,385.885061,0.022701,-0.101845,2.053607,2.586708,613.172367
1.489167,1.783328,1.760164,186.746153,186.762962,0.033781,0.155294,-2.575908,-1.315372,296.006274,-0.494209,-3.687180,386.345238,386.363148,0.021908,-0.102723,2.053791,2.588261,613.333201
1.489583,1.904014,1.357642,185.168851,185.183616,0.033677,0.157327,-2.576676,-1.315968,296.083614,-0.214126,-3.888081,384.764481,384.784184,0.022822,-0.102540,2.053919,2.589862,613.493684
1.490000,1.662768,1.397818,186.273256,186.285922,0.032655,0.156089,-2.577403,-1.316559,296.161009,-0.494272,-3.807687,385.547127,385.566246,0.023070,-0.101058,2.054094,2.591471,613.654230
1.490417,1.903951,1.559030,184.220130,184.236565,0.032771,0.157483,-2.578168,-1.317197,296.237844,-0.334306,-4.048784,384.916092,384.937530,0.023432,-0.101474,2.054250,2.593127,613.814711
1.490833,1.743438,1.558776,183.273841,183.288762,0.032626,0.155886,-2.578917,-1.317852,296.314416,-0.414446,-3.847841,385.709312,385.728728,0.022449,-0.101726,2.054395,2.594755,613.975357
1.491250,1.904078,1.639255,185.325507,185.342538,0.033828,0.156220,-2.579710,-1.318507,296.391493,-0.094199,-4.008587,385.550392,385.571242,0.022500,-0.101318,2.054473,2.596395,614.136036
1.491667,2.064718,1.317466,185.325502,185.341686,0.034495,0.159887,-2.580545,-1.319095,296.468745,-0.334054,-3.727420,385.864174,385.882321,0.022859,-0.101556,2.054596,2.597990,614.296693
1.492083,1.863997,1.558521,185.800360,185.816246,0.033216,0.157332,-2.581333,-1.319742,296.546008,-0.334306,-4.048869,384.449066,384.470531,0.022855,-0.102317,2.054746,2.599640,614.457142
1.492500,1.823599,1.759910,184.062002,184.079449,0.032283,0.156062,-2.582096,-1.320459,296.622799,-0.494398,-3.847799,386.805908,386.825362,0.023509,-0.101010,2.054950,2.601266,614.618071
1.492917,1.823472,1.719734,183.747226,183.764321,0.033780,0.158142,-2.582861,-1.321161,296.699437,-0.614451,-3.968390,385.707199,385.728103,0.023164,-0.101994,2.055186,2.602900,614.778935
1.493333,1.904014,1.478169,184.535872,184.551614,0.033793,0.157234,-2.583649,-1.321813,296.776294,-0.454359,-3.807644,386.806076,386.825083,0.022990,-0.100446,2.055367,2.604495,614.939995
1.493750,1.904014,1.759910,184.851144,184.869327,0.033733,0.159278,-2.584442,-1.322513,296.853261,-0.174087,-3.767659,386.332542,386.350953,0.023063,-0.100148,2.055484,2.606079,615.100945
1.494167,1.903824,1.558903,184.379716,184.396134,0.033642,0.156446,-2.585230,-1.323179,296.930173,-0.534311,-3.928151,385.550865,385.571246,0.022733,-0.101898,2.055676,2.607690,615.261700
1.494583,1.823599,1.599206,185.165913,185.181798,0.032624,0.159055,-2.585987,-1.323851,297.007150,-0.454233,-3.727377,386.337578,386.355825,0.023272,-0.101864,2.055860,2.609252,615.422565
1.495000,1.702913,1.719734,183.430006,183.445972,0.033149,0.158417,-2.586713,-1.324554,297.083766,-0.294078,-3.646941,385.553146,385.570506,0.022527,-0.102223,2.055988,2.610774,615.583311
1.495417,1.823536,1.639127,184.378734,184.395036,0.035464,0.155820,-2.587465,-1.325245,297.160546,-0.214252,-3.606702,386.182884,386.199785,0.022649,-0.102064,2.056097,2.612294,615.744111
1.495833,1.823599,1.679685,184.693015,184.709655,0.032888,0.158542,-2.588241,-1.325951,297.237513,-0.414320,-3.807602,385.235275,385.254314,0.023422,-0.102569,2.056244,2.613869,615.904713
1.496250,2.064781,1.800340,185.167875,185.188138,0.033990,0.156606,-2.589074,-1.326665,297.314578,-0.254228,-3.847884,385.550209,385.569494,0.023209,-0.102195,2.056378,2.615481,616.065348
1.496667,1.904014,1.397690,184.378245,184.393373,0.034000,0.158889,-2.589870,-1.327292,297.391556,-0.494461,-4.008630,385.708008,385.729155,0.022975,-0.101989,2.056545,2.617151,616.225972
1.497083,1.783455,1.639127,185.798893,185.814682,0.032882,0.157312,-2.590644,-1.327952,297.468786,-0.174150,-4.169291,384.603088,384.625726,0.022743,-0.101538,2.056651,2.618852,616.386355
1.497500,2.104989,1.558521,184.535880,184.554466,0.033734,0.159607,-2.591471,-1.328604,297.545797,-0.334494,-3.807517,385.396172,385.415124,0.022799,-0.102672,2.056777,2.620472,616.546816
1.497917,1.702913,1.518345,185.009261,185.023328,0.033224,0.157718,-2.592236,-1.329251,297.622851,-0.294330,-3.928278,384.447426,384.467608,0.023369,-0.102618,2.056908,2.622103,616.707123
1.498333,2.104798,1.679431,185.009261,185.028855,0.034544,0.158863,-2.593063,-1.329934,297.699971,-0.374407,-3.968348,385.237869,385.258490,0.022902,-0.102832,2.057055,2.623770,616.867649
1.498750,1.783264,1.599079,185.482647,185.498112,0.033296,0.156994,-2.593817,-1.330603,297.777255,-0.334306,-4.209488,386.180733,386.203819,0.023525,-0.102551,2.057197,2.625502,617.028427
1.499167,1.622815,1.558649,185.957019,185.970631,0.034505,0.155710,-2.594524,-1.331261,297.854672,-0.334180,-4.129136,385.234779,385.257053,0.022725,-0.101667,2.057334,2.627236,617.189029
1.499583,1.903951,1.639255,185.482655,185.499669,0.033620,0.156386,-2.595289,-1.331936,297.931912,-0.294519,-4.249685,385.548920,385.572452,0.023558,-0.102141,2.057459,2.628976,617.349686
1.500000,1.783391,1.599079,184.379222,184.394780,0.034752,0.160028,-2.596049,-1.332591,298.008879,-0.294204,-3.928320,386.028336,386.048435,0.022755,-0.103061,2.057585,2.630644,617.510443
1.500417,1.903951,1.397690,185.325500,185.340550,0.033111,0.157482,-2.596831,-1.333212,298.086022,-0.334368,-4.048742,385.236908,385.258328,0.022894,-0.102253,2.057724,2.632323,617.670980
1.500833,1.863870,1.759910,185.168365,185.186109,0.033691,0.154230,-2.597613,-1.333909,298.163285,-0.374470,-4.048784,384.760757,384.782241,0.023187,-0.101661,2.057877,2.634004,617.831439
1.501250,1.903951,1.599079,186.589018,186.605583,0.033243,0.155174,-2.598404,-1.334601,298.240789,-0.374470,-3.968390,386.329445,386.350008,0.023947,-0.100122,2.058022,2.635677,617.992192
1.501667,1.904014,1.800086,184.536853,184.555454,0.033791,0.158340,-2.599189,-1.335334,298.317910,-0.214189,-4.169333,384.762535,384.785184,0.023681,-0.102789,2.058123,2.637392,618.152531
1.502083,1.783391,1.760037,185.800848,185.817742,0.033954,0.155489,-2.599951,-1.336078,298.395250,-0.214504,-4.048869,383.501122,383.522554,0.023417,-0.102564,2.058223,2.639082,618.312542
1.502500,1.944095,1.880437,185.957504,185.977173,0.032631,0.156813,-2.600745,-1.336848,298.472677,-0.374344,-3.968390,385.394386,385.414999,0.023146,-0.102366,2.058368,2.640755,618.472980
1.502917,1.863616,1.800340,185.327960,185.346074,0.033838,0.156769,-2.601530,-1.337604,298.549963,-0.374407,-4.169291,385.236565,385.259307,0.023073,-0.102520,2.058513,2.642489,618.633572
1.503333,1.904014,1.799958,185.640772,185.659261,0.034129,0.154123,-2.602320,-1.338362,298.627303,-0.214378,-4.329952,386.181252,386.205584,0.022821,-0.101682,2.058619,2.644246,618.794416
1.503750,1.903887,1.920613,185.800857,185.820537,0.033918,0.157823,-2.603113,-1.339146,298.704752,-0.294644,-3.807771,386.185005,386.203889,0.023173,-0.103179,2.058733,2.645897,618.955260
1.504167,1.903951,1.800213,186.429420,186.447833,0.033449,0.155547,-2.603904,-1.339901,298.782333,-0.254543,-4.209488,385.235764,385.258846,0.022884,-0.101944,2.058831,2.647612,619.115852
1.504583,1.863680,1.760164,185.639305,185.657004,0.032353,0.156521,-2.604686,-1.340626,298.859825,-0.094450,-4.048700,385.394058,385.415336,0.023109,-0.102354,2.058887,2.649315,619.276268
1.505000,1.903951,1.599079,186.903297,186.919835,0.034250,0.156685,-2.605477,-1.341323,298.937537,-0.174465,-4.129136,383.187340,383.209626,0.023430,-0.102925,2.058968,2.651038,619.436313
1.505417,1.903824,1.880437,185.799874,185.819143,0.034275,0.157239,-2.606264,-1.342084,299.015096,-0.374470,-4.249642,386.495705,386.519248,0.023167,-0.101895,2.059116,2.652809,619.597091
1.505833,1.823472,1.840007,186.746155,186.764121,0.033413,0.157048,-2.607032,-1.342843,299.092775,-0.454485,-4.370191,386.029648,386.054652,0.022434,-0.103001,2.059272,2.654616,619.757968
1.506250,1.863680,1.679431,185.799872,185.816809,0.034286,0.158485,-2.607795,-1.343579,299.170225,-0.054474,-4.289882,386.027023,386.050863,0.023238,-0.103297,2.059333,2.656434,619.918769
1.506667,1.703040,2.041777,185.325994,185.345066,0.033167,0.157898,-2.608541,-1.344385,299.247499,-0.214441,-4.651359,385.393082,385.421209,0.023641,-0.102559,2.059414,2.658325,620.079328
1.507083,2.064654,1.759655,185.641260,185.661080,0.033011,0.155327,-2.609368,-1.345143,299.324838,-0.254606,-4.329994,384.446281,384.470749,0.023191,-0.101991,2.059512,2.660154,620.239678
1.507500,1.943968,1.839880,185.800361,185.819639,0.032837,0.156659,-2.610167,-1.345913,299.402156,-0.174402,-4.370191,385.868736,385.893522,0.022835,-0.102614,2.059599,2.661972,620.400336
1.507917,1.662895,1.961171,184.536366,184.554279,0.034220,0.157096,-2.610901,-1.346727,299.479112,-0.294644,-4.370107,385.551041,385.575919,0.023042,-0.102125,2.059727,2.663790,620.560961
1.508333,1.984239,2.041777,184.220126,184.242126,0.033826,0.159144,-2.611686,-1.347589,299.556035,-0.494587,-4.330037,384.922462,384.947134,0.022763,-0.102297,2.059914,2.665603,620.721422
1.508750,1.703230,2.282960,186.274734,186.296510,0.033357,0.154059,-2.612429,-1.348495,299.633463,-0.414572,-4.410346,385.395050,385.420508,0.023322,-0.102594,2.060084,2.667432,620.881959
1.509167,1.903951,1.880437,185.640278,185.659564,0.033054,0.157676,-2.613170,-1.349279,299.710770,-0.294330,-4.370149,385.237244,385.262143,0.022887,-0.102210,2.060206,2.669253,621.042530
1.509583,1.341361,1.478552,184.376773,184.387580,0.032363,0.156475,-2.613796,-1.349954,299.787747,-0.174465,-4.329952,385.869560,385.893893,0.022491,-0.102335,2.060301,2.671068,621.203242
1.510000,1.743311,1.920740,185.324533,185.342686,0.036376,0.157925,-2.614491,-1.350718,299.864867,-0.374407,-4.450458,385.548927,385.574794,0.023223,-0.101545,2.060463,2.672889,621.363867
1.510417,1.703103,1.840262,184.854083,184.871088,0.033791,0.156861,-2.615198,-1.351493,299.941955,-0.654616,-4.088812,384.927361,384.949633,0.022095,-0.102903,2.060696,2.674635,621.524406
1.510833,1.622688,1.880437,185.324534,185.341178,0.034981,0.155554,-2.615894,-1.352274,300.019119,-0.374470,-4.329994,386.497810,386.522246,0.023679,-0.103025,2.060869,2.676417,621.685206
1.511250,1.823536,1.880565,185.009756,185.028300,0.034984,0.155222,-2.616640,-1.353065,300.096272,-0.334431,-4.249515,384.608986,384.632607,0.022931,-0.102965,2.061011,2.678190,621.845623
1.511667,1.823789,2.001602,185.641746,185.661494,0.032719,0.157641,-2.617377,-1.353869,300.173623,-0.334557,-4.209319,385.075371,385.098522,0.022991,-0.101270,2.061145,2.679938,622.006094
1.512083,1.502192,1.679813,186.273258,186.286889,0.033055,0.156602,-2.618050,-1.354608,300.251105,-0.254480,-4.088854,385.866302,385.888050,0.022845,-0.101797,2.061268,2.681650,622.166893
1.512500,1.863743,1.920995,185.008769,185.028129,0.034970,0.158795,-2.618802,-1.355377,300.328312,-0.414635,-4.088897,386.969246,386.991070,0.023570,-0.102505,2.061413,2.683346,622.327890
1.512917,1.863680,1.720116,185.482645,185.499983,0.032916,0.156365,-2.619578,-1.356117,300.405542,-0.174465,-3.968305,384.606224,384.626735,0.023082,-0.102430,2.061513,2.685016,622.488339
1.513333,1.863680,1.840643,185.169348,185.187874,0.033331,0.155998,-2.620361,-1.356883,300.482762,-0.334620,-4.088854,385.077667,385.099520,0.022817,-0.101574,2.061636,2.686720,622.648723
1.513750,1.944158,1.961426,185.801343,185.821866,0.033905,0.159596,-2.621146,-1.357692,300.560179,-0.254354,-4.209403,384.605721,384.628839,0.023438,-0.102683,2.061759,2.688471,622.809074
1.514167,1.662832,1.960916,186.430888,186.448616,0.033515,0.157279,-2.621866,-1.358512,300.637716,-0.414509,-4.289755,385.551697,385.575783,0.023229,-0.102423,2.061909,2.690247,622.969633
1.514583,1.783328,2.001347,185.009264,185.028683,0.034636,0.156384,-2.622604,-1.359335,300.714913,-0.254480,-4.209403,385.238533,385.261614,0.022711,-0.102517,2.062024,2.692009,623.130149
1.515000,1.823662,1.880437,185.165427,185.183955,0.033698,0.158974,-2.623378,-1.360146,300.792032,-0.214504,-4.249558,384.925560,384.949076,0.022551,-0.102882,2.062113,2.693783,623.290545
1.515417,2.064845,2.162432,184.852613,184.876792,0.034405,0.158564,-2.624204,-1.361031,300.869109,-0.174591,-4.329825,384.763855,384.788256,0.022986,-0.102197,2.062183,2.695579,623.450897
1.515833,1.823536,2.202608,185.325994,185.348054,0.034921,0.158444,-2.624987,-1.361934,300.946328,-0.094324,-4.289797,385.083214,385.107119,0.022439,-0.102693,2.062242,2.697355,623.611391
1.516250,1.904141,2.041777,185.798399,185.819374,0.032849,0.156604,-2.625766,-1.362799,301.023667,-0.294581,-4.088854,386.025749,386.047516,0.023096,-0.102471,2.062345,2.699078,623.772027
1.516667,1.783518,2.081826,185.167875,185.188166,0.032993,0.158320,-2.626523,-1.363661,301.100864,-0.214567,-4.169249,383.976189,383.998883,0.023296,-0.102572,2.062440,2.700798,623.932215
1.517083,1.863616,2.041650,185.167391,185.188023,0.034043,0.160716,-2.627300,-1.364514,301.178006,-0.214504,-4.008587,384.764511,384.785452,0.023162,-0.102528,2.062513,2.702480,624.092500
1.517500,1.944031,2.041268,185.006324,185.027798,0.033157,0.157573,-2.628101,-1.365385,301.255060,0.025603,-4.008503,385.079788,385.100652,0.023110,-0.102445,2.062533,2.704161,624.252884
1.517917,1.903951,2.323391,184.376777,184.401244,0.034719,0.159227,-2.628892,-1.366322,301.331993,-0.174528,-4.169122,384.446953,384.469598,0.023178,-0.102014,2.062586,2.705882,624.413158
1.518333,1.823536,2.162687,185.324041,185.345631,0.033134,0.156673,-2.629649,-1.367243,301.409135,-0.094513,-4.088897,385.078148,385.099868,0.022613,-0.101574,2.062639,2.707594,624.573476
1.518750,1.702913,2.283087,185.166895,185.188799,0.033015,0.159458,-2.630364,-1.368188,301.486255,-0.214378,-4.129009,383.819992,383.842261,0.023050,-0.103046,2.062720,2.709309,624.733489
1.519167,1.662895,2.323263,184.536365,184.558480,0.033499,0.159392,-2.631068,-1.369128,301.563188,-0.214567,-4.088897,383.816757,383.838597,0.022875,-0.101619,2.062809,2.711004,624.893434
1.519583,1.783455,1.960916,184.533916,184.552951,0.035265,0.155898,-2.631797,-1.369973,301.640231,-0.214378,-3.928066,384.132988,384.153131,0.023718,-0.102991,2.062899,2.712668,625.053588
1.520000,1.703103,2.001220,186.745180,186.763668,0.033799,0.159962,-2.632518,-1.370827,301.717844,-0.214504,-4.169206,385.867302,385.889885,0.023181,-0.102358,2.062999,2.714369,625.214213
1.520417,1.783518,2.323518,186.113668,186.136717,0.033896,0.155664,-2.633255,-1.371775,301.795447,-0.374407,-3.887912,385.393730,385.413522,0.022976,-0.102090,2.063125,2.716012,625.374805
1.520833,1.783391,2.363694,186.271788,186.295320,0.034399,0.158189,-2.633999,-1.372743,301.872972,-0.094576,-3.928151,385.082207,385.102253,0.022269,-0.102453,2.063189,2.717657,625.535288
1.521250,1.783518,2.162050,185.166896,185.188106,0.034425,0.159488,-2.634742,-1.373669,301.950125,-0.174528,-4.088812,385.236092,385.257829,0.024075,-0.103391,2.063242,2.719355,625.695792
1.521667,1.783455,2.323263,184.061505,184.084807,0.034815,0.157098,-2.635490,-1.374615,302.027015,0.025666,-4.169206,385.234619,385.257180,0.022847,-0.101663,2.063243,2.721086,625.856362
1.522083,1.863680,2.162560,185.797424,185.819355,0.033573,0.157759,-2.636250,-1.375516,302.104211,0.065579,-4.169037,386.024452,386.046970,0.023390,-0.102460,2.063210,2.722829,626.017030
1.522500,1.703167,2.001220,184.376779,184.395505,0.035854,0.159914,-2.636974,-1.376389,302.181309,0.185507,-4.249431,384.289505,384.313044,0.023395,-0.102190,2.063135,2.724561,626.177380
1.522917,1.743247,2.403742,186.901829,186.925414,0.033941,0.155280,-2.637708,-1.377346,302.258921,0.265647,-3.767363,385.863388,385.881870,0.023289,-0.101555,2.063036,2.726195,626.337960
1.523333,1.904141,2.162178,185.641259,185.663615,0.033767,0.158785,-2.638502,-1.378269,302.336348,0.185758,-4.209361,384.609650,384.632729,0.023031,-0.103258,2.062947,2.727912,626.498280
