Timestamp,Right_Knee_Angle,Left_Knee_Angle,Right_Hip_Angle,Left_Hip_Angle,Right_Ankle_Angle,Left_Ankle_Angle
0.0,174.74547674115638,173.67453369208738,177.77547483046237,179.10505222254525,145.74716699337355,147.25507643131527
16.683333333333334,173.88712527743434,171.22011853324764,177.56051609970234,179.80906632634998,145.13588148188694,144.45085850981704
33.36666666666667,173.1595258903709,171.30079296855376,177.25197890004551,179.19006768326602,144.55757499736205,144.60705194055683
50.050000000000004,173.23732878111161,171.96280933678742,177.3147760257697,178.9591052818824,145.2840201253398,146.4053488836396
66.73333333333333,173.2094245340908,172.27856026532487,177.3331641573845,178.73351345612113,145.6165969494093,147.84423628616238
83.41666666666667,173.26842700418132,172.1440189298293,177.6074261953033,178.91717243054367,147.54874273275817,150.4590219333439
100.10000000000001,172.8171511088193,170.99990671336528,178.00864071959688,179.41618494400925,147.433520006875,149.5421110935897
116.78333333333333,172.53348500139631,170.2780950160638,178.33798547963474,179.71854223230736,147.37944608331063,149.2381280548664
133.46666666666667,172.18563830646136,170.25546967151038,178.7261063276968,179.72258854538208,147.48608317448554,147.59765990667003
150.15,172.1497928655828,169.75542460515723,178.79155833595314,179.94876168321633,147.49508493180093,148.36372277835744
166.83333333333334,172.0013045011316,169.7429414131943,178.91862580950703,179.98700572973308,147.53742253354233,148.43121446903564
183.51666666666668,171.98073913718912,169.79694810815653,179.05150697291725,179.90187518536558,147.86810549500694,150.32689269292723
200.20000000000002,172.07347316274797,170.11921823558677,179.0332176860374,179.61218201699296,147.81526365564193,151.5273974937158
216.88333333333335,172.17438115394035,170.40627357475176,178.9543608346613,179.4472243286601,148.20033700609685,152.21033621252687
233.56666666666666,172.20208505019235,170.86202980221364,178.66514262958725,179.13536004790012,148.353860384617,152.9180027755608
250.25000000000003,172.258769157735,171.36457141627582,178.47383100679224,178.70153065474824,149.23062863614192,153.69772905415363
266.93333333333334,172.36080871809986,171.27956203410193,178.3004404246611,178.62703604109976,149.53106033754176,154.25179679012732
283.6166666666667,172.53664217364152,171.82719039375843,177.9175925166487,178.20109413610703,149.35289095731264,151.78253990602397
300.3,172.62725011996767,172.2542851610959,177.7203516410895,177.8478783196261,149.3259961145174,152.25231956274664
316.98333333333335,172.70360413932173,172.02278465798275,177.72852767477772,177.82432165368058,149.19222223292226,152.64022634752865
333.6666666666667,172.7797626389097,171.92378330868308,177.78736959945752,177.88097221350625,149.2401893861518,152.77057701875344
350.35,172.7551387860635,171.6350151069327,177.99756809945373,178.18416775608648,148.9447988021807,153.00880382315822
367.03333333333336,172.80993181790407,171.65828470834114,178.00218939363742,178.17255758194233,148.76600597240477,152.9768848043769
383.7166666666667,172.9011981918691,171.6200865409669,177.96190154201483,178.18049138721312,148.85676434369392,153.5282294354803
400.40000000000003,172.95466428475876,171.60686180506156,177.97978942355,178.16278356097968,148.96060077874387,153.29866280372838
417.08333333333337,172.9408565054944,171.44134531147978,177.99273152014615,178.19439055953154,149.07018983053266,153.2001050787749
433.7666666666667,172.87213628940938,171.34585100994857,178.03666584267154,178.22206940935672,148.94079228850063,152.95249176121501
450.45000000000005,172.90552102650085,171.42360492489195,177.91690150846884,178.07128691836462,148.75310093498504,152.70605771163827
467.1333333333333,173.1295155584223,171.95636351999164,177.68138582692043,177.70751254473674,148.77009651390614,152.6410695725326
483.81666666666666,173.0057918958211,171.98369738991985,177.74979255246373,177.62983602775506,148.64910937001733,152.75295141470517
